uniqueIDs	GSM1015207	GSM1015208	GSM1015209	GSM1015210	GSM1015211	GSM1015212	GSM1015213	GSM1015214	GSM1015215	GSM1015216	GSM1015217	GSM1015218	GSM1015219	GSM1015220	GSM1015221	GSM1015222	GSM1015223	GSM1015224	GSM1015225	GSM1015226	GSM1015227	GSM1015228	GSM1015229	GSM1015230	GSM1015231	GSM1015232
1-Mar	8.486725	8.58477	8.304586	8.213667	8.553206	8.420722	8.42064	8.590799	8.466392	8.289976	8.694204	8.657456	8.683278	8.658045	8.473228	8.450381	8.141859	8.209579	8.649834	8.633275	8.501035	8.622354	8.607089	8.51976	8.446469	8.5542755
1-Sep	7.8656774	7.675883	7.754066	7.752217	7.6442513	7.772274	7.7201543	7.799338	7.4293003	7.884589	7.7986317	7.7853312	7.828832	7.8555894	7.9717493	7.4992485	7.7890477	7.72248	7.8278737	7.8690467	7.7337217	7.9224157	7.7816	7.7094817	7.710971	7.776905
10-Mar	8.281326	8.317162	8.364928	8.428281	8.29255	8.32558	8.521394	8.290904	8.243387	8.275331	8.129375	8.314297	8.31462	8.400072	8.432582	8.281835	8.396617	8.299433	8.115117	8.176418	8.233992	8.192603	8.243195	8.212067	8.374054	8.249969
10-Sep	9.690746	9.515142	9.561863	9.540146	9.840889	10.133675	9.543952	9.439137	9.638154	9.347278	9.671479	9.498363	9.206505	9.4156	9.212982	10.251727	10.149237	9.804945	10.300579	10.069428	9.5253935	9.503665	9.333335	9.571329	9.448687	9.446616
11-Mar	7.763415	8.032458	7.9324017	7.919025	7.8970685	7.871332	8.019845	7.9192543	7.9467554	8.037021	8.130376	8.28583	8.520036	8.083215	8.094386	7.6940312	7.460542	7.925865	7.828203	7.9684787	8.100153	7.9203877	7.911994	8.033642	8.10107	8.08834
11-Sep	10.286752	10.23492	10.270569	10.09488	10.318909	10.4957285	9.959178	9.9718685	10.02706	9.87654	10.160381	10.102299	9.924225	10.178362	10.031006	10.569316	10.421118	10.194872	10.322795	10.568259	10.086177	10.153755	10.173416	10.001876	10.084504	10.026338
12-Sep	8.870532	8.929799	9.011289	8.961405	8.885216	8.762906	8.923964	8.957102	8.804229	9.081121	8.881154	8.771912	9.064964	9.121857	9.10876	8.617059	8.891399	8.968286	8.568542	8.589836	9.08348	9.013472	9.0340185	8.88229	9.037894	9.018069
14-Sep	5.5482035	5.7270255	5.8413033	5.604114	5.8620596	5.516319	6.118252	6.623693	5.9310994	5.721622	5.6041656	5.853907	5.9871287	5.9989576	5.8997927	5.6232057	5.8947196	5.9309916	5.874615	5.798512	5.755045	5.8995705	5.9396954	5.60235	5.9541564	6.179804
2-Mar	11.05524	11.321745	11.558698	11.538601	11.045538	10.452058	11.652696	11.837323	11.567289	11.720282	11.397338	10.878919	11.9985075	11.394973	11.534756	11.007413	10.778781	11.451265	10.640992	11.148636	11.880944	11.597881	11.289299	11.307178	11.669333	11.867892
2-Sep	11.829185	11.770673	11.84098	11.791589	12.119263	12.172082	11.80643	11.770642	11.788736	11.682921	11.783352	11.8004465	11.75017	11.804116	11.803892	12.183317	12.343151	11.920237	12.099217	12.10597	11.800997	11.819962	11.810232	11.780525	11.781576	11.744184
3-Mar	10.032741	10.307832	10.416577	10.364406	9.882116	9.077359	10.362409	10.522859	10.337439	10.617691	10.432733	9.970023	10.864844	10.4747715	10.657547	9.761074	9.35702	10.4353485	9.781008	10.16241	10.722276	10.640115	10.350322	10.323076	10.698497	10.711847
3-Sep	8.574628	8.6787195	8.808967	8.689244	8.757649	8.650892	8.92209	9.10657	8.595412	8.673776	8.528242	8.801484	8.802615	8.753343	8.82273	8.401678	8.786849	8.633538	8.511369	8.648736	8.687971	8.667545	8.774761	8.441291	8.68535	8.703733
4-Mar	6.1270566	5.948691	5.936524	6.0667357	6.1970224	5.898335	6.000054	6.195665	6.1576476	6.238084	6.2918158	6.041814	6.183027	6.226001	6.45654	6.1830115	5.9804955	6.302909	6.513824	6.2074227	6.16779	6.1742225	6.38087	6.2139015	6.2370987	6.265286
4-Sep	8.696831	8.66528	8.717935	8.619916	8.55158	8.772286	8.536614	8.639943	8.858187	8.690083	8.512466	8.073883	8.429316	8.2967825	8.472141	8.270681	8.209014	8.69512	8.515658	8.737882	8.663415	8.66531	8.473446	8.583246	8.601971	8.6916685
5-Mar	11.827134	11.939548	12.07322	11.992007	11.706091	11.338481	11.967099	12.112191	11.9915905	12.135269	11.932419	11.716051	12.257477	12.047898	12.180224	11.595693	11.497713	11.927782	11.586499	11.754491	12.160741	12.16013	11.9169655	11.837499	12.14545	12.289928
6-Mar	11.734084	11.782173	11.826457	11.975691	11.797148	11.711609	11.957603	11.992171	11.954568	12.053507	12.020084	11.935407	12.090769	11.964854	12.003804	11.833355	11.746069	11.877547	11.822406	11.918237	12.0687275	11.952207	11.858628	11.954524	12.031463	12.044749
6-Sep	8.867899	8.924826	8.876436	8.73514	8.540539	8.585675	8.801423	8.831138	8.871375	8.942852	8.970383	9.137101	9.075188	9.026637	9.171271	8.238301	8.545237	8.822007	8.729122	8.731843	9.035403	8.826762	9.027097	8.965666	8.922738	8.7439785
7-Mar	11.70275	11.713779	11.699898	11.636375	11.613149	11.630394	11.739913	11.864637	11.674191	11.597203	11.671794	11.876365	11.73519	11.679609	11.667879	11.724371	11.643482	11.706596	11.734685	11.676215	11.660443	11.537783	11.622198	11.730676	11.648934	11.746353
7-Sep	12.279005	12.273034	12.298563	12.306329	12.4779215	12.488115	12.341546	12.370207	12.322636	12.107703	12.332487	12.461373	12.276206	12.233915	12.220735	12.62883	12.673287	12.409454	12.552595	12.592519	12.312936	12.1774	12.254331	12.310685	12.260697	12.263078
8-Mar	7.245699	7.577105	7.470305	7.5967784	7.355173	7.189981	7.344933	7.5252457	7.272422	7.676716	7.3948116	7.212829	7.567953	7.467076	7.498642	7.268165	7.298323	7.220814	7.12755	7.190965	7.5522795	7.3107057	7.5511303	7.4451485	7.608388	7.3164773
8-Sep	9.175048	9.317413	9.446059	9.506005	9.373803	9.052954	9.216018	9.486928	9.595533	9.45388	9.459314	8.919969	9.333184	9.236292	9.413701	9.403875	9.480724	9.553037	9.43215	9.636939	9.615743	9.754543	9.388165	9.470382	9.497989	9.665063
9-Mar	7.0160947	7.162452	7.3553033	7.042297	7.2420077	7.223346	6.895939	7.183765	7.104629	7.1259947	6.9619436	7.012759	7.254643	7.1083536	7.1503205	6.873922	7.234883	7.019047	7.1322937	7.074234	7.1144247	7.0596914	7.222104	6.8772273	7.267387	7.065319
9-Sep	8.058457	8.105261	8.035993	8.138551	7.9874964	7.8547897	8.089838	8.21204	7.831856	8.310714	8.198929	8.047832	8.28247	8.171482	8.386359	7.915884	8.057942	8.108	8.074697	8.095528	8.296551	8.435255	8.2999325	7.9244995	8.110146	8.165705
A1CF	7.861488	7.566486	7.654281	7.6261635	7.287672	7.5010624	7.529506	7.7420397	7.3470364	7.620048	7.3969884	7.5535417	7.3101726	7.54502	7.586219	7.1960907	7.524253	7.4631143	7.549468	7.7213864	7.4317303	7.807804	7.571634	7.355617	7.612817	7.7482176
A2M	6.234527	6.107493	6.1640196	6.2375774	5.9853387	6.112475	6.100518	6.1877265	6.259181	6.131962	6.1186113	6.095632	6.304578	6.3966756	6.412759	6.266557	6.2373977	6.1345744	6.198642	6.145216	6.1253138	6.201017	6.3059945	5.9633365	6.069604	6.111095
A4GALT	7.6858735	7.91412	7.750711	7.5764136	7.796318	7.8384256	7.615039	7.673351	7.7675443	7.6370974	7.9968524	8.000575	7.9121532	8.066456	8.067086	7.738959	7.6759186	7.6859	7.6825495	7.79877	7.683386	7.924237	8.046215	7.774331	7.872672	7.6949883
A4GNT	6.655835	6.3587174	6.6160426	6.4429927	6.5728173	6.9405823	6.268933	6.2961135	6.4639826	6.4385676	6.615809	6.357517	6.2329082	6.2796946	6.2383966	6.9946227	7.0728364	6.6864877	7.0235786	6.8441615	6.252692	6.6196985	6.38501	6.4215717	6.41791	6.2447844
AAAS	6.246261	6.5793924	6.678516	6.3345838	6.494533	6.590397	6.360903	6.6434946	6.6019044	6.6252656	6.364457	6.353715	6.674519	6.505743	6.502204	6.3671446	6.546152	6.409794	6.484327	6.4946713	6.6741753	6.5178947	6.6434727	6.623162	6.391076	6.4234743
AACS	9.355833	9.294619	9.153992	9.077628	8.936902	9.392694	9.178366	9.092781	9.042221	9.167224	9.133361	9.501189	9.069383	9.202852	9.001746	9.2043295	8.992433	9.0699005	9.230303	9.059864	8.997513	8.879545	9.072284	9.246145	9.042298	8.939421
AADAC	5.89856	5.9887877	5.8782387	5.8287153	5.9255104	5.39671	5.8719444	6.0200467	6.4183702	6.036978	6.0483623	5.7482896	6.0584483	5.7526875	5.816695	6.022394	5.586377	6.030399	6.223262	6.057387	5.9504147	5.7065344	5.854399	6.0900855	6.0897613	5.8804903
AADAT	7.4724283	7.250655	7.162778	7.2809377	7.5238895	7.681152	7.110822	7.258052	7.4926047	7.071461	7.5095263	7.438425	6.997183	7.140427	7.114703	7.7970767	7.727177	7.2759247	7.9266586	7.9137416	7.237595	7.482226	7.2655115	7.2507024	7.187591	7.234666
AAGAB	8.890169	8.853647	8.894585	8.927774	8.69197	8.585492	8.941023	8.80761	8.9566	8.999349	8.922498	8.915911	8.972857	8.911335	8.962414	8.696541	8.547189	8.9421625	8.914486	8.894216	9.099101	9.02436	8.917218	8.930216	8.9198475	9.031746
AAK1	10.80025	10.569286	10.834401	10.804945	11.056037	11.333125	11.049036	10.94635	10.820065	10.752806	10.704516	10.626647	10.800544	10.6736555	10.713796	11.185894	11.298552	10.996558	11.067983	11.206526	10.947703	10.896165	10.746538	10.815793	10.68781	10.987559
AAMDC	9.68244	9.741273	9.721963	9.683335	9.445162	9.606919	9.583067	9.538795	9.865171	9.825368	9.952925	9.904719	9.91226	9.737414	9.798585	9.504406	9.088036	9.62121	9.679565	9.57106	9.9371395	9.863	9.744722	9.797032	9.738726	9.715101
AAMP	7.345373	7.039715	7.167306	7.257131	7.030725	7.173314	7.3666363	7.5998735	7.43681	7.4274316	7.1827803	7.311686	7.4104247	7.2630467	7.318211	7.2651677	7.1075106	7.3385143	7.255013	7.28818	7.3459964	7.249346	7.188215	7.501737	7.390246	7.4358444
AANAT	8.458772	8.499101	8.415955	8.451599	8.761896	8.89013	8.34292	8.2720785	8.195545	8.151117	8.040714	8.142053	7.985799	8.23798	7.9711113	8.780094	8.865116	8.6799135	8.367626	8.737453	8.162167	8.16984	8.049945	8.086134	8.276675	7.9986567
AAR2	8.085392	7.948692	7.9999	8.135022	8.048288	7.9743466	8.059267	7.865239	8.063449	8.048517	8.080584	8.162031	8.300486	8.342802	8.143501	8.008029	8.037031	8.209397	8.203026	7.9846835	8.209565	8.20719	8.246084	8.268659	8.204759	8.1424
AARD	7.712856	8.079793	8.041005	7.6322584	7.8665476	7.7898974	7.8595195	7.9630136	7.9800434	7.542299	7.834726	7.878888	7.838289	8.064974	7.9371266	7.7505665	7.6564636	7.5013843	8.035499	7.9771	7.823937	7.9107566	8.012588	7.690412	7.852152	7.938938
AARS	9.779134	9.892916	10.08048	9.872844	9.850482	9.514356	9.737735	9.764596	9.872777	9.789732	9.791605	9.601285	9.996495	9.901343	9.864286	9.812098	9.730549	9.776932	9.871776	9.687657	9.918573	9.929849	9.869905	10.073456	9.979799	9.972999
AARS2	7.625012	7.4540443	7.6311746	7.5787067	7.870476	7.9868035	7.496648	7.180042	7.60076	7.5075574	7.4182854	7.355759	7.4305606	7.512966	7.6164126	8.25054	8.399938	7.8440504	8.108097	7.9716578	7.629181	7.524821	7.592248	7.616589	7.573438	7.4752555
AARSD1	7.817957	7.6712713	7.750268	7.737838	7.7184477	8.048972	7.6752706	7.809278	7.701994	7.6475415	7.7200704	7.8700094	7.498259	7.589153	7.6365247	7.9333735	7.697252	7.6292334	7.73081	7.6588116	7.551622	7.644474	7.7372923	7.4925046	7.5969634	7.7064824
AASDH	8.895454	8.855109	8.724126	8.659768	8.693366	8.686012	8.7023945	8.776985	8.898039	8.675131	8.921527	8.724332	8.867638	8.702254	8.522726	8.846505	8.574008	8.7410755	8.921689	8.8887415	8.835882	8.727998	8.710021	8.920162	8.812722	8.752462
AASDHPPT	9.461007	9.399793	9.247008	9.314219	9.203262	9.229579	9.266197	9.294943	9.332075	9.320349	9.4418545	9.341261	9.38329	9.398977	9.263135	9.278866	9.212704	9.289187	9.30248	9.273732	9.27026	9.367348	9.2483	9.537869	9.392539	9.443498
AASS	7.549352	7.6049123	7.400242	7.50567	7.412981	7.3712697	7.6936936	7.2244697	7.5337934	7.52225	7.437477	7.66565	7.4824843	7.570392	7.5111637	7.24125	7.297093	7.5075507	7.336488	7.199497	7.5118914	7.274936	7.541421	7.448535	7.4688296	7.1583896
AATF	6.7332077	6.5532446	6.6882825	6.717137	6.480649	6.341797	6.8628173	6.332173	6.6724195	6.6821012	6.544597	6.7959876	6.745006	6.6781955	6.7852297	6.683062	6.654541	6.6558123	6.745383	6.9039164	6.7900805	6.355548	6.700869	6.62857	6.5572214	6.7495766
AATK	7.218371	7.4074445	7.424158	7.277708	7.5908294	7.3171372	7.422208	7.5056596	7.231583	7.280141	7.110697	7.231804	7.378628	7.127487	7.532606	7.027911	7.3304157	7.2396894	7.017785	7.200924	7.3672295	6.992363	7.353532	7.1323833	7.358387	7.2782607
ABAT	6.7767105	7.2701387	7.2319307	6.717609	7.4521646	7.2644486	6.916366	7.3158345	7.254673	6.982376	7.376085	6.8618937	7.3245206	7.299718	7.180995	7.170196	7.1783137	6.6767125	7.0281363	7.168319	6.978705	7.272535	7.217397	6.9616346	7.425038	7.272549
ABCA1	11.148299	11.0443735	11.24374	11.427816	12.012377	11.938782	11.469308	11.209172	11.439288	11.057577	11.279625	10.750931	10.939894	11.072819	10.9408655	12.113813	11.976859	11.549204	11.90264	11.936886	11.286202	11.106029	11.007406	10.898331	11.029399	10.905749
ABCA12	6.298051	6.4361815	6.2534738	6.3853936	6.5944104	6.3230376	6.476886	6.4222426	6.385702	6.4469376	6.4014096	6.4259496	6.1670666	6.573405	6.346402	6.451221	6.430799	6.436974	6.3194737	6.2975883	6.28799	6.3278875	6.42542	6.214427	6.3871765	6.3699408
ABCA13	9.888015	9.76322	9.542554	9.574585	9.090612	9.698909	9.711674	9.7123995	9.470766	9.735467	9.894305	10.870276	9.863403	10.057778	9.985424	9.05562	9.072324	9.613058	9.734722	9.357912	9.563552	9.391808	9.903915	10.085526	9.737637	9.561161
ABCA2	7.531395	7.4949174	7.706985	7.718644	7.6978197	7.665824	7.780461	7.682111	7.420937	7.700002	7.4722843	7.477094	7.80204	7.78845	7.844816	7.284844	7.770306	7.6305556	7.3458924	7.5413256	7.7131023	7.497974	7.837629	7.423586	7.7065935	7.6636443
ABCA3	9.500337	9.591529	9.597931	9.678986	9.49571	9.294665	9.611066	9.719062	9.791601	9.775081	9.631246	9.280061	9.8273535	9.630485	9.775115	9.409067	9.297384	9.583683	9.484367	9.495879	9.861138	9.836818	9.660106	9.668227	9.751999	9.903309
ABCA4	7.1440015	7.356367	7.361398	7.2041745	7.4349985	7.321422	7.375867	7.4319954	7.5037932	7.2634683	7.3919835	7.35039	7.0945044	7.363519	7.3479443	7.414153	7.483335	7.1293054	7.39346	7.484388	7.229931	7.321527	7.4048553	7.2312	7.324386	7.4181366
ABCA5	8.227285	7.989949	8.065371	8.239583	8.168924	8.370524	8.154576	8.172886	8.020825	8.192894	8.195468	8.047679	7.983032	8.073988	7.947388	8.436788	8.347117	8.362199	8.432982	8.325145	8.23309	8.103877	8.003621	8.03854	8.063413	8.19813
ABCA6	5.2494645	5.762982	5.6968646	5.688708	5.5111346	5.7443	5.9159174	5.9985557	5.823326	5.983855	5.70938	5.81976	5.7192445	5.637379	5.849086	5.8355613	5.6715617	5.8876953	5.642808	5.7058306	5.8337617	5.4888315	5.623498	5.397416	5.6342373	5.609651
ABCA7	7.9462333	8.062932	7.9544325	7.816789	7.8339415	8.077482	7.9178567	7.89489	8.131236	7.8675795	7.9906874	8.153026	7.9278626	8.028694	7.959539	8.050126	7.8985353	7.864067	7.9335523	7.912009	7.945208	7.9224076	8.077432	7.9166107	7.970505	8.102595
ABCA8	8.209123	8.423496	8.202309	7.9060845	8.076098	8.205535	7.8059497	7.9482064	7.949984	7.940571	8.263175	7.7065754	7.948905	7.9466596	7.9308553	7.947039	8.059271	7.8493934	7.9393544	7.918747	8.014174	8.127812	8.080845	7.8997064	7.9217954	7.7911925
ABCA9	9.722635	9.558598	9.576462	9.640157	9.81817	10.039369	9.508602	9.506253	9.640139	9.426598	9.491489	9.247383	9.310981	9.495107	9.361744	9.721037	9.936541	9.651018	9.534756	9.815426	9.603007	9.579598	9.432815	9.201032	9.374024	9.405526
ABCB1	7.413476	7.350027	7.2736154	7.4538765	7.479768	7.756705	7.4648714	7.194478	7.550873	7.4223037	7.5287766	7.4162574	7.1981907	7.333279	7.2492433	7.8865194	7.692835	7.4340878	8.039746	7.6964464	7.3451295	7.447722	7.254517	7.713017	7.351152	7.325666
ABCB10	11.2959795	11.692399	11.806356	11.593295	11.240616	10.656817	11.5810995	11.910037	11.856841	11.846582	11.590937	11.191435	12.040655	11.678618	11.895112	10.8266735	10.908579	11.487074	11.013485	11.23722	11.962636	11.907526	11.656732	11.528786	11.882437	11.8958645
ABCB11	7.3291044	7.4120436	7.4374185	7.0978146	7.6008196	7.7069635	7.342237	7.6375575	7.541868	7.125819	7.740529	7.4484334	7.190454	7.5464964	7.280004	7.5583825	7.497873	7.0324697	7.518797	7.5040545	7.2572765	7.6132154	7.4446974	7.1246386	7.4020925	7.4473433
ABCB4	7.5668283	7.7097583	7.749382	7.5745764	7.5971613	7.4880238	7.309515	7.5617523	7.5690656	7.581263	7.6952486	7.3381586	7.8182716	7.543537	7.692593	7.8070235	7.684914	7.717987	7.716242	7.6930823	7.8545046	7.698379	7.539735	7.803405	7.683988	7.72471
ABCB6	6.9269423	6.87462	6.926052	6.747976	6.8724475	6.593116	6.7683854	7.0623474	6.772807	7.0228343	6.852033	6.7109942	6.9694552	6.885757	6.9691033	6.758785	6.9403954	6.8399777	6.7913327	6.837553	7.148648	6.918874	7.0834804	6.858543	6.8395705	7.0846896
ABCB7	10.230313	10.378306	10.352197	10.395908	10.079547	9.889078	10.391762	10.49706	10.425034	10.52773	10.589647	10.496664	10.701874	10.543717	10.508775	10.106657	9.916124	10.403115	10.22367	10.322087	10.656511	10.511341	10.418963	10.507669	10.518195	10.533175
ABCB8	8.892059	8.906294	9.042318	8.963879	9.009476	8.855721	9.1348295	8.941663	8.76178	9.002333	8.760004	8.924123	9.030864	9.042918	9.097429	8.8995495	9.071168	8.991549	8.672964	8.797169	8.911593	8.770171	9.001958	8.884196	8.910752	8.748453
ABCB9	8.348363	8.532998	8.573991	8.5619545	8.449831	8.3533325	8.509256	8.639287	8.354747	8.661544	8.439766	8.413487	8.785646	8.699286	8.6687765	8.341312	8.275156	8.787227	8.265408	8.517626	8.899071	8.960712	8.584085	8.475426	8.6889105	8.650115
ABCC1	9.915486	9.673015	9.876267	9.89025	9.99168	10.235884	9.919517	9.823352	9.892212	9.79522	9.831924	9.897724	9.623491	9.761493	9.670352	10.199575	10.254008	10.001791	10.002572	9.987363	9.826543	9.872213	9.78489	9.99214	9.648528	9.787321
ABCC10	7.464705	7.554323	7.4755344	7.4478197	7.7008476	7.584394	7.47796	7.586696	7.4293003	7.492913	7.3478146	7.3230395	7.457955	7.469153	7.47827	7.504584	7.6310053	7.382441	7.5141745	7.41606	7.2496715	7.2563343	7.3482785	7.340015	7.3857503	7.3127713
ABCC12	7.730826	7.664265	7.6285405	7.741253	7.5997934	7.851974	7.7135587	7.6772337	7.609393	7.8720894	7.652985	7.3930526	7.7989616	7.666306	7.8972616	7.2717686	7.7476125	7.6292357	7.368287	7.4905562	7.8775835	7.9060645	7.660996	7.6380343	7.7750797	7.7741647
ABCC2	5.956427	5.7362127	5.6962147	5.782625	5.6806755	5.802888	5.7416477	5.8733706	6.044783	5.7721615	5.649832	6.2397237	5.591083	5.918843	5.6829147	5.64458	5.768461	5.680198	5.736814	5.342403	5.719876	5.771853	5.9600315	5.835957	6.022051	5.8038635
ABCC3	8.69057	8.606112	8.595496	8.663899	8.7286	8.942861	8.7370825	8.746843	8.970961	8.85899	8.824906	8.6596985	8.690965	8.801952	8.828966	8.938692	8.775289	8.799437	8.890641	9.064574	8.741465	8.884897	8.886145	8.772649	8.823157	8.7172365
ABCC4	7.244083	7.114542	6.9821897	6.955595	7.0146823	7.5372214	6.81361	6.9582	6.9531565	6.5396476	7.016594	7.3546257	6.7172027	6.7315083	6.5812054	7.361153	7.0326085	6.677091	7.4107094	7.400124	6.629643	6.8948865	6.9140854	6.8355246	6.576468	6.3776665
ABCC5	9.133908	9.261461	9.214559	9.300563	9.157725	9.113296	9.21062	9.238943	9.029955	9.272572	8.89858	9.11724	9.288138	9.281649	9.349863	8.971113	9.145006	9.229958	8.728975	8.93385	9.178123	9.309753	9.207686	9.081043	9.234337	9.131526
ABCC6	8.03801	7.9694886	7.904723	8.055792	7.7579503	7.616714	8.171723	8.066579	8.0269575	8.247339	8.128078	8.118824	8.190251	8.150586	8.292637	7.696601	7.6707983	8.113624	7.911481	7.9885535	8.19982	8.094141	8.106895	8.162614	8.132553	8.134569
ABCC8	7.900282	7.7608466	7.856044	7.869096	8.01948	7.987547	7.96302	7.626658	7.6957693	7.7522154	7.74247	7.80265	7.9466243	7.8266153	7.9229126	7.9607935	8.046314	7.9636693	7.9442453	7.849814	7.9140344	7.8148775	7.948581	7.8712807	7.805157	7.6226664
ABCC9	10.629573	10.413141	10.430987	10.788695	10.42885	10.751164	10.453322	10.194518	10.307443	10.573173	10.740253	10.392583	10.409278	10.450649	10.152417	10.680564	10.138165	10.558126	10.33228	10.577188	10.363197	10.362935	10.352151	10.461649	10.436219	10.260943
ABCD1	6.785437	6.7876244	6.7283454	6.62947	6.852919	6.9261847	6.901524	6.716791	6.735426	6.7385244	6.7711697	6.5999017	6.81203	6.76158	6.6769495	6.7603955	6.781256	6.773179	6.822751	6.723178	6.7843986	6.781803	6.7947893	6.801567	6.9031873	6.9120965
ABCD2	9.165008	9.607295	9.391149	8.542411	9.110287	9.595861	8.278916	9.346735	9.181374	8.223667	9.334553	9.673888	8.429936	9.092124	8.994041	8.942951	8.661434	7.9074492	9.140307	8.912647	8.064977	8.850595	9.311076	8.305652	8.906248	8.922317
ABCD3	10.031376	9.872902	9.946997	9.889185	9.903026	10.174562	9.72056	9.864548	9.823009	9.803752	9.844105	9.954607	9.69504	9.767894	9.722406	10.121297	10.14857	9.997033	10.139423	10.06193	9.754379	9.797587	9.820237	9.883659	9.755683	9.817212
ABCD4	7.7458835	7.719824	7.6560564	7.6376314	7.8156514	7.934502	7.7453113	7.4648695	7.5420003	7.7080545	7.60015	7.5866814	7.6090546	7.540215	7.627604	7.8843665	7.8828263	7.7105155	7.847091	7.7787714	7.645564	7.623456	7.733572	7.9023523	7.6893034	7.66006
ABCE1	11.033185	10.975805	10.959377	10.997046	10.985363	10.969018	11.043837	10.885734	10.942697	11.00643	11.112057	11.180449	11.078276	11.092999	10.981061	11.316278	11.120215	11.080041	11.04819	11.155667	10.986118	11.056021	10.889579	11.157548	10.970351	11.051151
ABCF1	10.663123	10.713739	10.747624	10.723694	10.71971	10.664201	10.82243	10.693772	10.6982565	10.763264	10.613039	10.521513	10.849743	10.707047	10.7296915	10.704487	10.789894	10.778803	10.538689	10.624345	10.851257	10.729346	10.687238	10.861359	10.712952	10.739714
ABCF2	8.998172	8.854876	8.942989	9.044355	8.823225	8.703812	9.122284	8.884651	8.886765	9.141939	8.875139	8.783671	9.091957	9.066124	9.053583	8.858035	8.885581	9.069092	8.741733	8.77867	9.096285	9.139938	8.967494	9.0724945	9.0339985	8.961279
ABCF3	8.665157	8.510606	8.603441	8.661114	8.516243	8.4280615	8.584177	8.520117	8.565692	8.699791	8.606375	8.594782	8.561754	8.424682	8.536817	8.665398	8.536019	8.664081	8.677225	8.583911	8.701688	8.614226	8.505211	8.791475	8.637468	8.682233
ABCG1	10.6957445	10.781252	10.856326	10.961085	10.877885	10.789762	10.9792185	10.787535	10.703531	10.926529	10.741972	10.754725	10.976574	10.946588	10.82095	10.75719	10.6887865	10.818773	10.780807	10.728026	10.883871	10.894987	10.763134	10.820436	10.801536	10.830819
ABCG2	8.7823515	8.811958	8.61556	8.7871475	8.8278885	8.743927	8.519004	8.47313	8.873331	8.588284	8.602131	8.306326	8.597309	8.567957	8.556685	8.995614	8.869919	8.91571	9.016628	9.035751	8.805198	8.879289	8.826184	8.741004	8.628048	8.658424
ABCG4	8.739955	8.870029	8.846279	8.876651	8.894397	8.935919	8.988603	9.066556	8.83851	8.886562	8.679291	8.724085	8.948859	8.872111	8.98725	8.550191	9.017399	8.789733	8.633179	8.484646	8.833968	8.70201	8.935062	8.678055	8.858051	8.608895
ABCG5	7.6095295	7.610716	7.643383	7.5185714	7.6455984	7.4644046	7.617892	7.803547	7.7704434	7.4419837	7.737209	7.6210427	7.865748	7.6184263	7.6553693	7.5213223	7.6216288	7.5448155	7.6031466	7.672445	7.8211017	7.660137	7.6578817	7.5527687	7.5845046	7.6203136
ABCG8	7.5618534	7.50865	7.5253778	7.3353148	7.605318	8.147612	7.281244	7.4139485	7.3335557	7.817832	7.8200326	7.6256576	7.520697	7.598631	7.609153	7.476986	7.756928	7.591374	7.9062104	7.5893784	7.881829	8.210358	7.7158933	7.7171183	7.5693088	7.4195776
ABHD10	9.012486	8.875726	8.752632	8.859004	8.745808	8.762077	8.869937	8.927672	8.849772	8.961913	8.9454155	9.196386	8.955641	9.01728	8.9895735	8.641721	8.558934	8.94133	8.93831	8.8359165	9.005637	8.938449	8.883617	9.123856	8.953112	9.082212
ABHD11	8.745664	8.912869	8.907911	8.893357	8.805225	8.54034	8.959431	8.932531	9.043458	8.953797	8.951245	8.593426	9.16769	9.006729	9.081986	8.539766	8.500136	8.92345	8.621748	8.73128	9.029499	9.142053	8.994129	8.9049	8.966706	8.965847
ABHD12	10.389144	10.276283	10.305584	10.547562	10.472157	10.30258	10.607332	10.4885845	10.377327	10.519006	10.341563	10.152492	10.43316	10.433121	10.524161	10.403151	10.537979	10.59498	10.411077	10.506533	10.558271	10.537196	10.457007	10.4598675	10.467324	10.518812
ABHD13	9.206937	9.136663	9.14358	9.039564	9.249012	9.428395	9.134514	9.342786	9.241629	9.0491295	9.351656	9.486477	9.032022	9.110707	9.104874	9.351243	9.371593	9.247716	9.400521	9.414623	9.18768	9.175254	9.117124	9.261034	9.114617	9.162283
ABHD14A	9.861006	9.962302	10.068757	9.948129	10.071872	10.076885	9.86877	10.155786	9.924	10.076961	9.873266	9.805875	9.98993	9.990786	10.057392	9.824553	10.229968	9.89403	9.681542	9.937243	9.98466	10.044538	10.025206	9.871191	10.075798	9.931419
ABHD14B	6.95271	7.2105303	7.2408314	7.114938	7.103927	6.912305	7.192465	7.343732	7.182054	6.883488	7.075464	6.9155326	7.0932546	7.0912333	7.221457	7.048381	7.0380406	6.8959565	6.962031	7.071872	7.03502	6.8950763	7.0146646	6.927896	7.0331635	7.0003853
ABHD15	8.916201	8.665675	8.566678	8.564694	8.393644	8.496807	8.7228155	8.42807	8.67446	8.648327	8.566135	8.623529	8.584538	8.616582	8.601696	8.257447	8.03189	8.592112	8.2374735	8.50322	8.585049	8.577151	8.580881	8.562353	8.539297	8.682141
ABHD16A	10.568358	10.618221	10.751358	10.870486	10.566049	10.326588	10.889542	10.881044	10.830704	10.860475	10.709295	10.490453	10.98098	10.755026	10.815857	10.623249	10.424819	10.740917	10.420615	10.596339	10.888052	10.812698	10.65713	10.736915	10.883214	10.838643
