uniqueIDs	GSM1015207	GSM1015208	GSM1015209	GSM1015210	GSM1015211	GSM1015212	GSM1015213	GSM1015214	GSM1015215	GSM1015216	GSM1015217	GSM1015218	GSM1015219	GSM1015220	GSM1015221	GSM1015222	GSM1015223	GSM1015224	GSM1015225	GSM1015226	GSM1015227	GSM1015228	GSM1015229	GSM1015230	GSM1015231	GSM1015232
CCDC58	8.70134	8.864341	8.683778	8.75639	8.752628	8.784153	8.6139765	8.808726	8.896096	8.77314	9.071096	8.873381	8.678385	8.751738	8.586354	8.946	8.721475	8.638756	8.92764	8.805733	8.646313	8.627639	8.692066	8.954946	8.801043	8.873013
CCDC59	7.3971367	7.332937	7.477198	7.4098554	7.2733006	7.333453	7.3548355	7.4372187	7.305912	7.4641423	7.431276	7.1658063	7.390971	7.4389615	7.4418526	7.2503476	7.3523746	7.4596143	7.353146	7.2039733	7.4668427	7.504439	7.245085	7.462404	7.3185987	7.2762084
CCDC6	9.779316	9.991461	9.977928	9.958562	10.061744	10.011228	9.755468	10.02701	9.957673	9.796427	9.967817	9.678304	9.766006	9.935	9.984816	10.332431	10.198802	9.799573	9.983599	10.041855	9.761045	10.236646	10.031435	9.718017	9.972509	10.032965
CCDC61	9.381603	9.609252	9.470971	9.387281	9.112016	8.909227	9.223895	9.357137	9.591741	9.61492	9.633458	9.538403	9.869084	9.566794	9.651281	8.808508	8.761338	9.33919	9.231517	9.253791	9.643953	9.591128	9.517634	9.422941	9.729728	9.521296
CCDC62	9.949096	9.799858	9.897228	9.7319145	9.74387	9.863925	9.683991	9.54809	9.543238	9.5624695	9.687122	9.463289	9.281363	9.432756	9.433006	9.9749365	9.634678	9.835357	9.655524	9.961466	9.582873	9.700741	9.471004	9.516571	9.522925	9.503014
CCDC63	9.724647	9.743243	9.899106	9.545701	9.681952	9.812787	9.537911	9.626119	9.586002	9.453702	9.597214	9.409976	9.296468	9.415444	9.452028	9.511314	9.535319	9.621279	9.51696	9.75593	9.525059	9.599435	9.382466	9.375574	9.396042	9.471799
CCDC65	7.1933393	6.9698935	7.1514893	6.7615633	6.787576	7.0757465	6.709813	6.705195	6.6539974	7.1450367	6.7738996	6.7364945	6.9644966	6.825391	6.8468676	6.680886	6.771069	6.8186145	6.785724	6.80402	6.975309	7.0116944	6.8344774	6.951004	6.9004717	6.988827
CCDC66	8.983221	8.901969	8.842279	8.724508	8.851524	9.129983	8.641382	8.73721	8.937032	8.569436	8.758744	8.795046	8.540259	8.613231	8.450824	9.054582	9.012645	8.769648	9.108023	8.951109	8.583039	8.707604	8.591766	8.818821	8.573988	8.760132
CCDC68	5.6402164	5.5183873	5.582522	5.5499883	5.7149963	5.5379014	5.7214017	5.2807126	5.852024	5.584104	5.5697117	5.400039	5.3447876	5.337321	5.652033	5.6605964	5.389737	5.6411934	5.82487	5.4642878	5.445295	5.505656	5.536342	5.599912	5.9726367	5.83341
CCDC70	10.03438	10.290074	10.346051	10.425554	10.223038	9.775638	10.254297	10.5152235	10.000092	10.489497	10.259704	9.967137	10.467667	10.28353	10.307153	9.93915	10.120668	10.439893	9.548278	10.198951	10.565786	10.611383	10.134666	10.193154	10.400883	10.377276
CCDC71L	10.77956	10.945165	11.008376	10.947562	10.916709	10.465082	11.048499	11.208817	11.164454	11.102721	11.176509	10.892554	11.379553	11.180952	11.307724	10.717231	10.596318	10.886285	10.741695	11.031148	11.163676	11.263148	11.069619	10.852928	11.273295	11.292379
CCDC73	12.819192	12.9039545	12.8637495	12.742754	13.249521	13.0947	13.031254	13.1842165	13.107279	12.616791	12.819709	12.455986	12.954123	12.650325	12.697424	13.335496	13.161684	12.550118	13.034738	12.981164	12.625629	12.833664	12.840902	12.710246	12.45823	12.667088
CCDC77	9.310667	9.453896	9.415564	9.383421	9.121638	9.024578	9.364341	9.472964	9.499996	9.444068	9.284055	9.195295	9.565813	9.39119	9.41538	9.048924	8.9132805	9.342104	9.03748	9.082035	9.474676	9.543308	9.401546	9.381801	9.465398	9.574655
CCDC8	9.669319	9.957358	10.079785	9.989963	9.537231	8.768565	9.823601	10.311094	10.220658	10.231123	10.052308	9.568779	10.449473	10.086834	10.3084345	9.10924	9.028022	9.900612	9.291523	9.577454	10.344834	10.24406	9.996302	9.893357	10.243202	10.313118
CCDC80	12.680024	12.397831	12.606329	12.445053	12.847724	13.275526	12.370178	12.146895	12.269868	11.92791	11.984032	12.117657	11.371462	11.597964	11.514901	13.184626	13.414033	12.620896	12.923666	12.991693	12.184488	12.353388	12.041866	12.523716	12.05995	12.155653
CCDC81	6.0121145	6.1950326	6.426442	6.5033913	5.940223	6.2294884	6.419662	6.601138	6.498387	6.4582424	6.047769	6.4180064	6.457919	6.391949	6.3492966	6.071829	6.347376	6.2913346	6.2646694	6.0610614	6.3386436	6.370385	6.365841	6.45418	6.2704434	6.701758
CCDC82	10.330602	10.4214	10.430147	10.388607	10.214048	10.223636	10.390113	10.351237	10.357595	10.513229	10.557304	10.527559	10.610369	10.58885	10.612365	10.249058	10.145965	10.593488	10.318732	10.468072	10.602668	10.70571	10.462574	10.511193	10.643391	10.526213
CCDC83	7.013672	6.9086337	7.1224813	7.1116276	6.892045	6.8922443	7.185652	7.0226517	6.8823104	6.9684277	7.076929	7.1318617	7.1934004	7.0810304	7.297734	7.1522307	7.078278	6.975223	6.9037995	6.93142	6.9744415	7.10623	7.1425896	6.998533	7.116748	6.9802427
CCDC84	8.568585	8.615054	8.551048	8.563468	8.610665	8.799048	8.644688	8.934847	8.780118	8.71982	8.912386	8.777451	8.750535	8.728953	8.79877	8.556248	8.472337	8.606318	8.748168	8.739146	8.789478	8.849184	8.666369	8.731426	8.7557535	8.848615
CCDC85A	6.3826323	6.5055466	6.59969	6.6610737	6.5857625	6.3538446	6.6212955	6.7903643	6.597683	6.6547318	6.3777957	6.661974	6.544098	6.6280365	6.660466	6.3968782	6.6298003	6.3166485	6.3789563	6.5449567	6.243497	6.304179	6.4581943	6.5540333	6.374397	6.4923453
CCDC85B	5.8100457	6.2251844	5.847305	5.6730366	5.795297	6.031077	5.8029265	6.0071354	6.041302	5.792143	5.5433507	5.8536468	5.7067776	5.7662616	5.9090896	5.785333	5.830016	5.85752	5.6468472	5.8325477	5.882557	5.9838643	5.8388987	5.557904	5.9140363	5.997272
CCDC86	8.18094	7.9893847	7.9135866	8.00165	7.9201403	8.14761	7.922657	7.927181	8.08687	7.9456186	8.283567	8.519288	7.934094	8.179655	7.9427857	8.019231	7.9191594	7.959376	8.280974	7.9630356	7.960587	8.189659	8.002986	8.3875475	8.038258	8.097175
CCDC87	10.020769	10.176974	10.027669	10.103976	10.289299	10.484678	10.556445	9.990715	10.038103	10.029481	10.234887	10.165034	9.915394	10.015985	9.884485	10.477735	10.293479	9.780904	10.399527	10.21855	9.51822	9.857918	9.979709	9.911533	9.918671	9.774533
CCDC88A	10.146587	10.015021	10.034474	9.998955	10.167521	10.226731	9.947769	9.913681	10.084541	9.831095	10.121186	10.038035	9.885756	9.898378	9.850143	10.416266	10.25424	10.104754	10.325719	10.349583	9.966873	9.898513	9.941519	9.937457	9.933843	9.9595
CCDC88B	6.215368	6.2471666	6.6668625	6.3657703	6.495204	6.4476805	6.445762	6.601759	6.3000336	6.2857504	6.3229413	6.3411617	6.4821367	6.136525	6.379142	6.412616	6.4533134	6.352188	6.3053393	6.571416	6.4198704	6.361318	6.4677167	6.230727	6.2601113	6.421392
CCDC88C	9.344138	9.303644	9.103484	9.258191	8.79158	8.874096	9.343548	9.384039	9.355265	9.46268	9.401863	9.551539	9.509657	9.404234	9.477318	8.7434845	8.505692	9.318336	9.132304	9.075551	9.41987	9.416749	9.339666	9.388784	9.371616	9.49163
CCDC89	6.0800734	6.150731	6.1139565	6.011879	6.000046	6.054204	6.12605	6.3755865	6.289768	6.435064	6.42906	6.1303644	6.271614	6.1563706	6.259919	6.0088034	6.021946	6.010058	5.8964095	6.395963	6.2759423	6.330104	6.1501045	6.0863204	6.234402	6.413042
CCDC9	7.0586348	7.1274986	7.2861447	7.276372	7.232425	6.879988	7.5513024	7.5836325	7.359234	7.293096	7.3299785	7.017952	7.730861	7.369938	7.321215	6.9773893	7.236897	7.2502575	6.753907	7.08515	7.46657	7.1061316	7.2603154	7.0965257	7.4395523	7.423989
CCDC90B	6.519861	6.658573	6.7189937	6.618628	6.676959	6.746628	6.5644217	6.5926423	6.7071533	6.361817	6.7389107	6.571364	6.773609	6.769543	6.610117	6.7359715	6.867909	6.536975	6.556653	6.513752	6.505118	6.669014	6.668878	6.699083	6.573082	6.6257167
CCDC91	7.9785933	7.9471736	7.857917	8.344384	7.911391	7.8041005	8.059621	7.8640895	8.019923	8.255418	8.200006	8.023457	7.9690614	8.0531645	7.8148413	8.125834	8.078108	8.192369	8.2565975	8.192373	8.0234165	8.040221	8.027613	8.302436	8.025042	8.1713
CCDC92	6.8417788	6.70821	6.983626	6.7907696	7.0257263	7.178179	6.760604	6.859221	6.7467895	6.9958224	6.933962	6.6867986	6.998476	6.7818227	6.7777042	6.794487	6.6947074	7.026014	6.635256	6.8383846	6.9926634	7.225425	6.9523845	7.034628	6.910759	6.693533
CCDC93	9.40448	9.231053	9.280401	9.335077	9.472734	9.499862	9.346519	9.206298	9.308169	9.304277	9.343161	9.449623	9.241547	9.34614	9.399894	9.621611	9.512428	9.480981	9.590008	9.624917	9.379146	9.491155	9.38227	9.356886	9.300832	9.421865
CCDC96	7.7194448	7.9133935	7.968253	8.060983	7.8644824	7.8514476	8.133196	8.116668	7.9304814	8.185034	7.881532	7.5896053	8.020276	7.8413506	7.9653697	7.800426	7.707298	8.156677	7.7456474	7.7443914	8.14922	8.152982	7.8897576	8.078915	8.005886	8.284003
CCDC97	8.891602	8.809328	8.8771105	8.864275	8.678393	8.655091	8.841085	8.926103	8.717548	9.044675	8.86896	8.833403	8.93775	8.958073	9.076803	8.560897	8.781794	8.840034	8.833663	8.791051	8.907107	8.960854	8.956074	8.720115	8.896308	8.883006
CCER1	10.549727	10.562815	10.599923	10.569799	10.548308	10.479781	10.741399	10.648914	10.543583	10.705742	10.556895	10.457311	10.792265	10.541714	10.647214	10.468781	10.493799	10.597723	10.385556	10.495979	10.735386	10.538305	10.607054	10.623232	10.655438	10.70497
CCHCR1	7.767441	7.7507696	7.8367586	7.708328	7.67631	7.5775447	7.7727895	7.871373	7.870268	7.8384004	7.755495	7.6576085	7.9618316	7.781576	7.8139997	7.6171737	7.4771442	7.7719064	7.626641	7.681399	7.8916507	7.855947	7.7362056	7.841628	7.804283	7.886346
CCIN	13.230965	12.713603	13.103253	12.979549	12.831153	13.278736	13.029656	12.956594	12.805566	12.921249	12.970444	12.66912	12.057909	12.461136	12.632592	13.081885	13.264498	12.595291	12.758692	12.798914	12.827572	12.826584	12.588403	12.526874	12.550746	12.77995
CCK	11.920584	11.534368	11.897285	11.7348795	11.541955	12.027126	11.723635	11.640453	11.514444	11.668312	11.855876	11.544599	10.81767	11.226542	11.327466	11.848622	12.066785	11.320736	11.5572605	11.668855	11.638023	11.582245	11.333682	11.362956	11.314538	11.409163
CCKAR	13.629287	13.233302	13.637708	13.483116	13.302694	13.803333	13.472759	13.392534	13.341349	13.440778	13.514831	13.119712	12.535488	12.884965	13.020351	13.670864	13.748246	13.089412	13.226947	13.312417	13.392041	13.360145	12.999894	13.063996	13.058003	13.251833
CCKBR	7.31089	7.347139	7.2247686	7.3833566	7.409785	7.1950774	7.307536	6.863876	7.130967	7.1409416	7.0167823	7.0398235	7.1383877	7.245278	7.1579037	7.311262	7.3337507	7.297767	6.9755917	7.2316165	7.2016497	6.845049	7.237166	7.271789	7.1409683	7.0787044
CCL1	8.749801	8.549646	8.487853	8.544532	8.757451	9.090868	8.593975	8.568064	8.443254	8.717309	8.773166	8.710818	8.630206	8.677311	8.702965	8.855956	8.73018	8.728951	8.849503	8.814828	8.508879	8.689196	8.713383	8.476475	8.760565	8.445546
CCL11	8.155724	8.418354	8.478975	8.396823	8.438426	8.331477	8.454972	8.6671505	8.407505	8.351028	8.172363	8.31496	8.563015	8.487599	8.51353	8.287377	8.417164	8.29631	8.24801	8.255073	8.467453	8.415052	8.300026	8.302048	8.417668	8.459532
CCL13	8.731314	8.541683	8.430044	8.640378	8.477145	8.36927	8.920576	8.666879	8.58017	8.674527	8.5139265	8.683014	8.672609	8.560278	8.724031	8.399161	8.234566	8.474993	8.374562	8.50093	8.468405	8.458946	8.572944	8.571606	8.536972	8.576925
CCL17	8.242732	8.572772	8.462339	8.305539	8.194405	8.2995615	8.264564	8.43223	8.489888	8.336715	8.444997	8.338749	8.444254	8.415531	8.445089	8.216497	8.117357	8.225519	8.32938	8.244738	8.420056	8.455074	8.377706	8.471948	8.4108515	8.563705
CCL2	7.84168	7.745824	7.704292	7.9332237	7.5650826	7.747778	7.5410953	7.725619	7.279443	8.018531	7.717566	7.749325	7.7296753	7.812262	7.8488727	7.3507857	7.671763	7.750395	7.741191	7.540798	7.6503363	8.217755	7.8478985	7.640558	7.66346	8.034009
CCL20	9.783105	9.589361	9.593577	9.6892805	10.051213	10.07162	9.723816	9.647155	9.744618	9.45738	9.801231	9.901243	9.524254	9.432272	9.485137	10.282634	10.290288	9.86933	10.308542	10.040075	9.566665	9.489925	9.540859	9.7200365	9.55373	9.526652
CCL22	8.677679	8.900059	9.016899	8.824993	8.78492	8.690886	8.836268	9.089335	8.534235	9.243971	8.679877	8.557125	8.962876	8.84412	9.0902	8.358277	8.776663	8.777334	8.528367	8.658121	9.028807	8.936032	8.960113	8.726583	8.942374	8.83253
CCL24	10.331405	9.988809	10.003092	10.094393	9.922487	10.22074	10.213136	10.120141	9.900169	10.152956	10.158582	10.705489	10.1742	10.283276	10.248602	9.821656	9.923643	10.064344	10.102679	9.97963	10.069685	9.997814	10.254549	10.171369	10.057076	9.982619
CCL25	7.7177687	7.6232185	7.618026	7.712206	7.626658	7.6677666	7.520515	7.658524	7.592769	7.720206	7.6452713	7.7420235	7.751453	7.717368	7.6462646	7.5515866	7.49152	7.7281103	7.73795	7.670118	7.6164856	7.7237434	7.7024016	7.723932	7.6803513	7.762312
CCL28	7.687211	7.7181444	7.911077	7.806469	7.669929	7.7973223	7.850802	7.9442945	7.667537	7.840532	7.8675456	7.597732	7.9987407	7.843751	7.810986	7.3628454	7.7540655	7.6784325	7.6896286	7.5984325	7.875783	7.9708614	7.854264	7.8012476	7.935062	7.8348207
CCL3L3	7.73258	7.6749816	7.760376	7.698368	7.452098	7.8520355	7.759819	7.6897283	7.4066005	7.7954316	7.7215753	7.767456	7.7295527	7.828136	7.8440833	7.5120873	7.5193114	7.8981524	7.5942745	7.5847583	7.729957	8.000736	7.7768884	7.6839404	7.672206	7.70163
CCL4	7.896266	7.9381104	7.932052	7.894888	8.0502615	8.134156	7.856101	8.290036	8.112422	7.9603715	7.894334	7.9907246	7.73174	7.860998	7.893581	7.772634	7.967804	7.7710633	8.123289	8.125798	7.7759447	8.037829	7.975249	7.722747	7.7665563	7.699043
CCL5	9.530404	9.546054	9.579973	9.630224	9.446192	9.270907	9.581332	9.666918	9.602158	9.714361	9.585317	9.494478	9.809199	9.602336	9.829675	9.168698	9.267606	9.609494	9.393984	9.454108	9.731102	9.734458	9.614771	9.533306	9.762082	9.82119
CCM2	10.767841	10.846952	10.74007	10.834365	10.739287	10.593666	10.921184	10.827496	10.828963	10.770372	10.74917	10.5562315	10.880368	10.711007	10.762058	10.685654	10.506177	10.805767	10.578363	10.717148	10.831084	10.665853	10.743394	10.703577	10.755682	10.825509
CCM2L	7.7215962	7.6402693	7.540114	7.7624884	7.654152	7.6931105	7.7664	7.7564836	7.6762214	7.5695834	7.5742297	7.655965	7.453172	7.656996	7.5909834	7.8324823	7.577916	7.6951313	7.65946	7.57263	7.5473967	7.5026436	7.604501	7.521151	7.5645223	7.4014897
CCNA1	8.163538	8.089913	8.14631	8.115532	8.141501	8.278382	8.17438	8.379665	8.076187	8.091053	8.07545	8.218116	8.265113	8.349365	8.274154	7.9519014	8.427849	8.215417	8.165478	8.328297	8.196033	8.158386	8.311858	8.146122	8.223322	8.304435
CCNA2	12.116925	12.401521	12.398017	12.185796	12.010647	11.654717	12.346577	12.482011	12.357635	12.473417	12.346348	12.3142805	12.760565	12.436696	12.557608	11.743877	11.726487	12.264427	11.908485	12.06307	12.575974	12.537787	12.326977	12.349706	12.422446	12.650561
CCNB1IP1	7.704076	7.792507	7.953253	7.839539	8.114608	8.045137	7.7039576	8.05016	7.625631	7.8730474	7.810005	7.76345	7.796789	7.966937	8.040033	7.8374524	8.078641	7.8988166	7.8191576	7.845538	7.880932	7.9718585	7.97672	7.766756	7.936865	7.9917297
CCNB2	7.008188	6.702102	6.794531	6.9218345	6.8202357	6.8605328	7.1138973	6.9720845	6.8118634	6.82552	6.831066	6.5967565	7.122914	6.901459	7.0199165	6.6717653	6.8159866	6.880294	6.6702285	6.52577	6.9352694	6.804445	6.969817	6.9487333	6.867767	6.7290077
CCNB3	7.7481413	7.7701616	7.7632732	7.831199	7.657894	7.4758453	7.804911	7.591042	7.5510783	7.8288736	7.7308316	7.662608	7.857099	7.985303	7.922905	7.58866	7.6654925	7.8225965	7.654684	7.573832	7.828722	7.6266723	7.8178396	7.6572437	7.913404	7.6835446
CCNC	8.429694	8.28159	8.2252655	8.277266	8.294354	8.30276	8.287221	8.130249	8.401414	8.208359	8.364667	8.639105	8.229584	8.4017105	8.149034	8.6027	8.343437	8.210623	8.589914	8.337874	8.144535	8.19474	8.196225	8.515951	8.269701	8.295457
CCND1	10.310329	10.209641	10.622152	10.383774	10.711561	11.084799	10.11678	10.0871	10.274707	10.077542	10.208306	10.0012865	9.964464	10.155841	9.940554	10.683123	10.597766	10.278224	10.444574	10.423874	10.123017	10.392009	10.003514	10.409209	10.064101	10.134394
CCND2	11.313389	11.120475	11.240556	11.349084	11.721073	11.978495	11.383321	11.049954	11.257865	11.077417	11.161742	11.027867	10.952166	11.25608	11.045533	12.180209	12.003646	11.557674	11.614292	11.542021	11.207994	11.333801	11.147144	11.521554	11.272709	11.198565
CCND3	11.766316	11.841705	11.872153	11.818516	11.524236	11.322772	11.8868685	11.885076	11.773013	11.925013	11.724686	11.7902975	12.094236	11.964588	12.088843	11.109583	11.212049	11.726069	11.437374	11.382263	12.010384	11.99304	11.87155	11.915403	11.956576	12.046809
CCNDBP1	7.0181355	6.864563	6.880519	6.9991755	6.8857903	6.913624	7.0156627	6.8215103	6.960447	6.96589	6.9122934	6.9074645	7.030623	6.9494433	7.017944	6.9571037	6.8590746	6.994813	6.979823	6.991346	6.8392363	6.783434	6.9204893	6.904934	6.873879	6.774869
CCNE1	10.157724	10.278544	10.335193	10.462694	10.119463	9.575396	10.58427	10.472873	10.314611	10.536524	10.212851	10.014556	10.724797	10.505225	10.58224	9.924932	9.94819	10.305044	9.792069	10.189954	10.598129	10.463664	10.337445	10.335631	10.48795	10.587186
CCNE2	5.910563	5.6916747	5.485765	5.7912087	5.36378	5.754708	5.7850204	5.2074933	5.644165	6.0885763	5.642407	5.702602	5.9857764	5.741723	5.4336243	5.426375	5.750949	6.0116777	5.7416706	5.7889204	5.7938595	5.810176	5.682322	5.794823	5.6572757	5.745546
CCNF	9.374466	9.414385	9.375418	9.442852	8.954884	8.729826	9.367382	9.388301	9.482033	9.625835	9.468168	9.457173	9.576677	9.584888	9.69447	8.579552	8.517069	9.380706	8.966299	9.02406	9.6301	9.729775	9.553728	9.470357	9.619614	9.643036
CCNG1	11.018926	11.228281	11.0795	11.659017	11.293082	11.164651	11.334619	11.359121	11.312571	11.554862	11.737244	11.592541	11.238937	11.394169	10.892503	11.77837	11.132495	11.167777	11.314151	11.342515	10.851876	10.920931	11.114411	11.550062	11.267669	11.252829
CCNG2	11.225083	11.359008	11.197578	11.109315	11.206688	11.120059	11.32894	11.49943	11.237875	11.309888	11.323455	11.19387	11.446564	11.229477	11.376777	10.857898	10.980706	11.155891	11.16496	11.289066	11.313608	11.185063	11.282122	11.159106	11.211797	11.271276
CCNH	10.976995	11.156276	11.070293	11.005256	11.014764	11.097184	11.180002	11.415962	11.388524	11.109564	11.281791	11.428942	11.186921	11.107822	11.078369	11.071295	10.903373	10.916336	11.099618	11.043928	11.075793	11.067882	11.045142	11.152009	11.014066	11.229551
CCNI	12.5505085	12.779472	12.772735	12.499537	12.88274	12.939415	12.715362	13.110971	12.877522	12.537309	12.830522	12.754187	12.799569	12.674353	12.748233	12.800787	12.809842	12.540565	12.751311	12.976992	12.725688	12.675418	12.640232	12.474865	12.601901	12.8346615
CCNJ	6.18996	6.1156983	6.028883	6.192674	6.1203766	5.8082557	6.2467046	5.929689	6.1265736	6.1999364	6.108992	5.8913536	6.29539	6.0774093	5.980414	5.9840193	6.0085483	6.282314	6.172823	5.827599	6.3016596	6.2060404	6.0214195	6.2296634	6.1371446	5.9474826
CCNK	6.783012	6.8341436	7.0941625	6.9261913	6.9779935	6.824428	6.661712	6.767231	6.8214607	6.8357887	6.812368	6.69677	6.9346604	7.0129704	7.0339165	6.5522575	7.0699778	6.6967053	6.675506	6.794723	6.933483	6.6413913	7.0130315	6.9090133	6.910071	6.892477
CCNL1	6.475525	6.458835	6.649157	6.3652563	6.6168222	6.570192	6.5863557	6.725985	6.6071987	6.546548	6.619916	6.576203	6.488602	6.610929	6.649194	6.4034276	6.6696815	6.414104	6.5729895	6.6265697	6.5435505	6.471733	6.556552	6.380797	6.5127716	6.686046
CCNL2	11.042703	10.999454	11.03805	11.068893	11.029648	11.089901	11.177919	11.0916	11.017046	11.011106	10.99981	11.006524	11.03349	10.9565735	11.052279	11.125311	11.035352	11.08912	11.013841	11.146236	11.060487	10.976632	11.018079	10.924546	10.893554	11.035259
CCNO	5.242662	5.5813737	5.320341	5.2323647	5.666361	5.6374655	4.967038	5.185681	5.527942	5.413715	5.3110495	4.9065986	5.3729696	5.417428	5.409714	5.3808427	5.082541	5.3489027	5.3967314	5.274485	5.421607	5.5172353	5.456382	5.227075	5.5704937	5.7328987
CCNT1	10.879708	10.819864	10.801608	10.895158	10.837532	10.843159	10.964849	10.854891	10.887155	10.928542	10.898336	10.839595	11.02782	10.86544	10.910142	10.770344	10.770938	10.934728	10.8549795	10.901453	10.965344	10.943268	10.926306	10.893904	10.866739	10.7950325
CCNT2	10.869451	10.716535	10.912468	10.808403	10.881824	10.907812	10.825878	10.748876	10.800312	10.858898	10.877211	10.749313	10.993967	10.889638	10.886792	10.727804	10.794202	10.826996	10.779554	10.782588	10.964274	10.888999	10.864607	10.876676	10.868317	10.765996
CCNY	10.523689	10.380045	10.4053755	10.506681	10.5777855	10.553083	10.509842	10.476872	10.478726	10.440978	10.551529	10.299467	10.484795	10.362455	10.363653	10.700539	10.626597	10.55404	10.666156	10.655263	10.572218	10.513407	10.318196	10.546597	10.470932	10.451648
CCNYL1	8.345323	8.353957	8.278757	8.30937	8.142713	8.232805	8.3805275	8.307653	8.246292	8.345553	8.22796	8.2432	8.390526	8.302473	8.527154	7.878851	8.035956	8.222923	8.136771	8.107371	8.368702	8.487941	8.253462	8.377711	8.525581	8.676613
CCP110	6.1535296	6.214816	6.2870083	6.300331	6.3069177	6.1878653	6.1221004	5.9871397	6.461735	6.3077054	6.289629	6.053178	6.374027	6.2749677	6.342707	5.903282	6.1749754	6.1005	6.0625267	6.000211	6.3266997	6.3420095	6.325511	6.384729	5.931063	6.229691
CCPG1	10.366407	10.3207	10.257314	10.191136	10.257889	10.374545	10.198335	10.254052	10.325886	10.173708	10.272955	10.490246	10.203786	10.257571	10.170203	10.231111	10.388665	10.320404	10.492717	10.421845	10.176347	10.186998	10.249007	10.349524	10.128101	10.16625
CCR1	11.30878	10.950828	11.003547	10.856788	10.876584	11.3137	10.941794	10.9534445	10.90939	10.914974	11.259437	11.623988	11.02511	10.947429	11.059753	10.921313	10.660765	10.768713	11.221118	10.919967	10.738783	10.67732	11.108332	11.222266	10.632155	10.775541
CCR10	6.306617	6.1302853	5.977902	6.203611	6.1430087	6.366555	6.303125	6.1723733	6.0512147	6.2645187	6.0992427	6.3119254	6.0534887	5.892467	6.2336516	6.2536297	6.439277	6.1729903	6.288722	6.4398985	6.1734605	6.157102	6.016852	6.1147013	5.848922	6.1464076
CCR2	11.358085	11.319138	11.232659	11.17972	11.370793	11.360136	11.450373	11.453071	11.528468	11.336088	11.6208515	12.202741	11.519557	11.409223	11.465008	11.316966	11.145962	11.203592	11.644918	11.4576435	11.339563	10.990554	11.516975	11.515505	11.324327	11.321823
CCR3	6.2889476	5.999265	6.153096	6.1926928	5.949937	6.227777	6.2624335	6.12662	6.098509	6.3437643	6.0136313	6.1161633	6.377049	5.9085507	6.1106396	6.1773396	6.1217117	6.2645035	6.122851	6.1651344	6.263082	6.1537504	6.2242365	6.3619885	6.0067735	5.9918694
CCR4	7.3941083	7.398343	7.5268598	7.597508	7.2353263	7.1938925	7.5739183	7.3840265	7.52133	7.534665	7.5466323	7.5227757	7.3943715	7.719825	7.498928	7.075205	7.28088	7.392075	7.175169	6.945044	7.4838066	7.2918615	7.55183	7.4216228	7.5756574	7.3163548
CCR5	8.400925	8.097697	8.075141	8.449745	9.729108	9.068568	8.217924	8.257348	8.851965	7.9535723	8.323076	8.597364	7.9884124	8.256395	7.909322	10.081001	9.401667	8.85158	9.779593	9.097236	8.040915	8.062788	8.12609	8.373429	8.089162	7.889116
CCR6	5.311338	4.9951954	5.564407	5.469988	5.4776154	5.5366335	5.855441	5.291417	5.3823547	5.631101	5.1402116	5.451882	5.2412806	5.038024	5.5540943	5.454523	4.923783	5.487121	5.6846128	5.5133505	5.3624077	5.4473376	5.619627	5.0721073	5.1115355	5.3718677
CCR7	4.895358	4.498324	4.521823	4.836625	4.2949195	4.2708316	4.8596435	4.7879295	4.81923	4.800358	4.4151883	5.3248367	4.3448186	4.7079153	4.650445	4.1885138	4.418727	4.586582	4.544005	4.2385564	4.3858666	4.6278057	4.547122	4.383708	4.747493	4.830044
CCR8	6.2158256	6.188308	6.3088336	6.4029875	6.260065	5.967255	6.3328443	6.4916363	6.0699124	6.2288547	6.1439652	6.1420317	6.3690953	6.346426	6.4057207	6.15579	6.182002	6.3669176	6.30091	6.121842	6.165316	6.0193686	6.3768077	6.100309	6.247061	6.166565
CCR9	8.972697	9.003825	8.957748	8.999092	9.294025	9.622385	8.938142	8.924157	8.799577	8.640729	8.464884	8.786301	8.4033375	8.632342	8.472853	9.113001	9.605112	9.021002	9.076245	9.624986	8.719242	8.836105	8.706753	8.418891	8.7095585	8.765951
CCRL2	5.814457	5.9379478	5.7750998	6.15159	5.784157	5.691969	6.098466	5.4674377	5.5442634	5.9610667	6.1358604	6.0403285	5.868185	6.1554623	5.9077764	5.8829055	5.747946	6.0554175	5.883383	5.779953	5.8722477	5.8338375	5.9446893	6.248763	5.707485	5.736076
CCS	7.1728964	7.3100266	7.3649645	7.1017203	7.348711	7.45581	6.9291363	6.9512053	7.220546	7.0438204	7.3251886	7.048298	7.1819816	7.4068723	7.3348002	7.099972	7.3526673	7.212054	7.582758	7.2764525	7.104	7.2914643	7.2211137	7.1002836	7.253254	7.063521
CCSAP	7.881657	7.893927	7.911914	7.805915	7.617466	7.637813	7.7832685	7.8743515	7.926002	7.943486	7.732041	7.8783455	8.1279745	7.84295	7.998966	7.4802833	7.5424953	7.773827	7.6935525	7.599484	8.047525	8.011689	7.838665	7.9833145	7.9401646	7.9823093
CCSER1	6.6113586	6.84591	6.734065	6.625101	6.594157	6.893181	6.5300493	6.255398	6.789383	6.6436944	6.555951	6.5211105	6.3606014	6.4692116	6.562774	6.9719644	7.0799694	6.8583245	6.877942	7.0809927	6.6237965	6.6593556	6.5114484	6.37771	6.4845486	6.4484687
