Row,XL1,XL2,XL3,XL4,XL5,XL6,XL7,XL8,XL9,XL10,XL11,XL12,XL13
LRP1,0.026701692,-0.009740584,-0.005721024,0.003133239,0.007212457,-0.001992343,0.012097814,0.000703202,-0.012937456,-0.02983584,0.024221471,-0.006647493,-0.000903773
LRP6,0.026759089,-0.011236168,0.000920252,0.017638263,-0.001986535,0.006161785,0.005588483,0.003935758,-0.023904833,-3.86694E-05,-0.001923132,-0.00538146,-0.000569485
LRRC15,0.026054169,-0.004714611,-0.014273704,-0.004348338,0.000885027,-0.013810599,0.025978852,-0.003117529,-0.011741255,0.024510772,-0.0093292,0.024209623,-0.007357152
LRRC17,0.026145159,-0.013707236,-0.020582836,-0.000774949,-0.003660723,-0.007842787,-0.009833293,-0.005747795,0.010617607,0.004472968,0.011274138,0.011276776,-0.024778253
LRRC38,0.024082492,-0.026135594,0.014471934,0.017113169,0.00263013,0.012476163,-0.001843828,0.003209954,0.019136068,0.01998552,0.007241109,0.002704935,-0.015587753
LRRC41,0.022323495,-0.008985726,0.014884564,-0.001997827,0.012707708,0.021490566,0.036483307,-0.006095292,-0.015690182,-0.058187678,-0.039809657,0.004439499,-0.036916821
LRRC45,-0.023352171,0.015288948,0.02051625,-0.038986002,0.008937202,0.001543918,0.01384183,-0.004697101,-0.000430792,0.008644664,0.026951116,-0.014487287,0.015328952
LRRC52,0.025113737,-0.022368589,-0.012176008,-0.021196005,-0.00057547,-0.018202763,0.021820989,6.63156E-06,0.000669244,0.003637984,0.00826599,-0.009693284,-0.011139131
LRRC66,0.020626682,0.028162149,-0.040511667,-0.010153827,0.028624462,-0.005335638,-0.010752783,0.013780102,0.010245292,-0.02202212,0.006647284,-0.023624654,-0.001286329
LRRC69,0.02265452,0.017642887,-0.008797445,0.020340321,0.008387388,0.024374804,-0.022452428,0.010298955,0.023066106,0.014073424,0.021687395,0.00766175,-0.03309419
LRRC73,-0.025272084,0.004273552,0.011539995,0.019193175,0.011819753,0.004702315,0.023006538,0.032149769,0.01179358,-0.01430857,0.004907218,0.001750896,0.003136773
LSAMP,0.026248846,-0.00620978,-0.001253567,0.012319719,-0.005355017,-0.003935387,0.003744305,0.024178463,-0.017628755,-0.002926554,0.010038697,-0.011128609,-0.012217832
LSM12,-0.021274129,0.006469687,0.009997663,0.001932973,-0.044588387,-0.012557286,0.004779988,-0.034860025,0.008230243,0.018899061,-0.014313731,-0.02079128,0.018695677
LSM14A,-0.00577262,-0.058599871,0.013259579,0.022562427,0.003657843,-0.014509497,-0.018303226,0.071564253,0.006139389,0.001262411,-0.017997314,-0.007689434,0.03216155
LSM2,0.025341893,0.001380912,0.004286501,-0.000808815,0.018335374,0.023032854,0.014329099,0.009712514,0.009282744,0.03147341,-0.020232882,0.00760008,0.012918776
LSM6,-0.022019942,0.005779706,0.046398495,0.002081817,-0.011209306,0.018727792,0.024017645,0.014315286,0.020599937,0.011577406,-0.003634022,0.002276312,0.001171483
LSM7,-0.022031073,-0.000271729,-0.041373522,-0.00358084,0.008231736,0.023342031,0.019183956,0.002486181,0.021246927,-0.003588312,0.004595165,0.012244278,0.028090469
LSM8,-0.023565496,0.006637389,0.031659993,0.008705683,-0.003406516,0.016078983,0.034513646,0.010079736,0.035680316,0.019616809,0.012979863,0.006686018,-0.010089393
LSP1,0.000106808,0.038765336,0.025366931,0.041093893,0.005577379,-0.029918507,0.01880781,0.036043508,0.034734464,0.008323232,-0.073476693,0.040530832,0.052956291
LTBP1,0.026723746,-0.014168485,0.013256383,-0.000700648,-0.002726777,-0.012020355,0.012224228,-0.004378016,-0.00325216,-0.003359368,-0.015567253,0.001108482,0.013446534
LTBP3,0.026881227,-0.01007762,-0.009874592,0.005902574,0.019869544,0.010982397,0.003018262,0.00817122,-0.000101548,-0.009972742,0.008778911,0.00203648,0.007540863
LTV1,0.020418374,0.012195396,-0.01692462,0.02161681,0.029956827,0.016202279,0.024422555,0.038208757,0.004151251,0.033229938,-0.027673649,-0.003049153,0.056480262
LUM,0.005330804,-0.05193951,-0.01202674,0.027828138,0.006517021,-0.032957109,-0.054986076,0.031426441,0.004430102,0.00430875,-0.000969745,-0.037497201,-0.02396432
LY86,-0.022247036,0.004941916,-0.013313798,-0.006275061,-0.042651937,0.002652505,0.013349389,0.020108231,0.021272845,-0.00389712,-0.02402443,0.006151556,-0.002058321
LYRM7,0.009090801,0.039455125,-0.008595323,0.019323876,0.009300389,-0.02718553,-0.023175695,0.016916677,-0.057897021,0.016171592,-0.056598882,-0.008996549,-0.009005677
LYSMD2,0.025229155,-0.018896451,-0.016256133,0.001454878,0.006239522,0.035710716,-0.008103943,-0.00670617,0.001758431,-0.003952065,0.011827013,0.017353626,0.000700295
LYVE1,0.024354147,-0.019260925,0.005797811,0.000970055,-0.027596729,0.003828096,-0.005319643,0.009266369,0.006630012,-0.021435819,0.005997601,-0.00066695,0.019142565
LZTFL1,0.026498154,-0.010421465,0.00574054,-0.007498467,-0.013119378,-0.018099923,-0.008241096,-0.012243797,0.017608622,-0.002185503,-0.003858547,0.006186927,0.00216506
LZTR1,0.023901866,-0.003324339,0.007817252,0.018985622,0.048522984,-0.007829679,-0.00700055,-0.001604257,0.020098121,0.01498589,-0.028048564,0.006289949,-0.019683361
M6PR,-0.02078931,-0.013415969,0.032502239,-0.010167431,0.022791025,-0.025968927,0.050436131,-0.012045699,0.018962996,-0.020589447,0.019213076,0.021150582,-0.016626011
MAB21L1,0.026487965,-0.018655885,0.00428725,-0.009964282,-0.001472776,0.004601883,0.002351211,-0.001877719,0.004949305,0.001351775,0.001021735,0.024376733,-0.010412008
MACC1,-0.015189943,-0.042563446,0.005775587,0.042422209,0.026993703,-0.021728898,0.033900853,0.010470065,-0.052462345,0.015336918,-0.016062381,0.000158072,-0.010318465
MAD2L1BP,0.022124185,-0.016837287,-0.011004208,-0.004279319,0.026194914,0.015246092,0.014422687,0.002376268,-0.009712252,-0.00538223,0.056723759,-0.000695553,-0.012532312
MAFB,0.025595724,0.003599877,0.000145591,-0.017953965,-0.026981405,0.005254452,-0.017994418,-0.022133703,0.020652349,-0.004089451,0.008957477,-0.003073961,-0.029623031
MAFG,-0.024564123,0.017465693,-0.007138145,-0.002376125,-0.013343955,0.007611861,0.033504917,0.009087054,0.0078388,-0.032390447,-0.014535346,-0.019323282,-0.009627156
MAGED2,0.025997632,-0.014571325,0.009533345,-0.0083008,0.004447145,0.001303135,-0.026565816,0.006753317,-0.014783088,0.004172723,-0.012085795,0.010213726,-0.021567989
MAGOH,-0.024403746,0.006592625,-0.00632257,-0.013829697,-0.014525785,-0.00705026,0.037435109,-0.020577129,0.012051691,-0.01278261,-0.001182116,0.045761808,0.00549306
MAN1A1,0.02573699,-0.024463427,-0.002288804,0.009238311,-0.003076689,-0.012706189,0.001825701,0.00345332,0.021462029,-0.011286266,0.006251785,0.002571607,-0.011399627
MAN2B1,-0.022979586,-0.017224848,-0.007313053,0.026514914,-0.008084583,0.032315872,0.022063503,0.0304523,-0.019583541,-0.044199268,0.019900722,-0.004281066,-0.009905809
MANEAL,-0.010389305,-0.037470742,-0.005458399,0.071621023,-0.007371432,-0.031997414,0.022524253,-0.020491754,0.039127619,0.007666663,-0.000455892,-0.011658273,0.001997432
MAOA,0.024224145,-0.011822532,-0.014517938,-0.035834823,-0.011325774,-0.009524985,0.012696846,-0.000690491,0.001613945,0.013262649,0.000762502,-0.022173306,-0.010982679
MAP1B,0.025928982,-0.016385198,0.007964218,0.010945558,-0.022772493,0.005232488,-0.012396273,-0.024701866,-0.008860708,0.002312777,-0.012922822,0.006333083,-0.000655446
MAP2K6,0.02700247,-0.014486913,-0.000925774,-0.002237484,-0.00528667,0.004730441,0.007031407,0.016460955,-0.007961112,0.002793583,-0.000496951,0.014467628,-0.010602818
MAP3K11,0.027335427,-0.001208877,-0.004448171,-0.006354705,0.00034946,-0.003616821,0.021767175,0.010926016,-0.010929886,-0.011794941,0.000831533,0.000214171,0.000804155
MAP3K2,0.025307934,-0.00566229,0.023209027,-0.007616363,0.013757516,0.009373912,0.004255589,0.027779202,-0.001719317,-0.022635823,-0.012747856,-0.000959939,-0.006671494
MAP3K5,-0.020736612,-0.004831989,0.036228363,-0.015653379,0.010936797,0.027929465,0.027071236,0.038565521,0.036131524,-0.026474598,0.010666332,-0.025284962,0.002315299
MAP3K6,0.026775253,-0.006812494,-0.003480635,0.00740613,0.006057008,-0.00371322,0.00013888,-0.002349091,-0.008950504,-0.024364545,0.033852935,0.013445474,-0.012851696
MAP3K9,-0.021958163,-0.007466769,0.02347531,-0.034676767,0.015345532,0.021223716,0.012538441,-0.003105396,-0.010873661,-0.012055259,0.001412354,0.038989472,-0.007741765
MAP4K2,-0.019021035,-0.031246478,0.016126132,-0.015665382,-0.048647524,0.028019472,0.023849692,0.029302742,0.004325533,0.023195951,0.004174127,-0.010352029,0.020567561
MAP6,0.023827751,-0.010515882,0.015607226,-0.034506676,-0.015094715,-0.015302767,0.005783682,-0.020740968,-0.016943855,0.02678297,0.017122552,-0.03555226,0.002664493
MAPK7,-0.01368944,-0.014469536,0.042793559,-0.050377598,0.02693693,-0.033764138,-0.020250319,0.015544482,0.011507321,-0.001709491,0.016604991,0.0094823,0.016497098
MAPKAP1,0.022377152,0.014114004,0.017058801,-0.025188441,0.015668149,-0.006339975,0.008797926,0.010411963,-0.025280648,-0.037947658,-0.030647832,0.034261477,-0.049275985
MAPKAPK3,-0.02198527,0.001442533,0.043342703,-0.012804761,-0.006304451,0.014063587,0.047036103,-0.004996686,-0.003475112,-0.017523549,-0.003413489,0.007257731,0.012884237
MARK1,0.00891696,0.037938127,-0.037716003,-0.007984416,-0.021146057,0.064477554,0.038027446,-0.002631826,0.045419184,0.015555194,-0.013360382,-0.022887768,0.022710313
MARK2,-0.024236601,0.004638739,0.006939233,0.022293394,-0.009524089,0.032128838,0.038182515,-0.002650473,-0.006850689,-0.026891236,0.008857335,-0.026872509,-0.012027516
MARVELD1,0.023654236,-0.014022346,0.002580086,-0.025608675,0.023856009,0.033971078,0.031288805,0.00888337,0.017913161,0.006725204,-0.024158596,0.012995619,0.004462572
MAS1,-0.024975338,0.006882058,0.032043545,0.01218694,0.0075948,-0.005013027,0.008455692,0.008560369,-0.001071529,-0.005443867,0.009350696,0.014284049,-0.004408397
MATN2,0.027398789,-0.006653248,0.001461479,0.001487397,0.000195902,-0.000918144,0.010758458,0.000473598,-0.01032357,0.013028329,0.008657066,0.021953859,0.00152572
MBOAT1,0.014209728,0.007279358,0.002284022,-0.010056666,-0.039654668,-0.034826774,0.053311009,0.030776524,-0.021222915,0.026143621,0.023311896,0.011034639,0.019202293
MBOAT2,0.022783776,-0.010099614,0.02289362,0.01167609,-0.021277556,-0.010411715,0.015038026,-0.028227593,0.022413007,0.005996734,-0.035569164,0.025982149,0.028498731
MBTPS1,0.025938453,-0.017893158,-0.017712776,0.007700335,0.011282719,-0.009282741,0.001609211,0.010046277,-0.008882063,-0.008695024,0.00605698,-0.006143631,0.009762368
MCM8,0.000439451,-0.065619953,-0.00236803,0.018099283,-0.013872814,-0.017392464,0.01327014,-0.020233603,-0.042533885,-0.014528275,-0.030678835,0.019757416,0.052808375
MDH1,-0.009989596,-0.04056859,0.024231719,0.045679045,0.046377506,0.012405103,-0.02449977,-0.002836847,0.037990519,0.045295769,-0.019534599,-0.037902162,0.008682065
MDH2,-0.010621509,-0.020160009,0.024305578,-0.009068271,0.088926958,0.005143544,0.00718757,-0.026215909,0.036939219,0.002924458,-0.008053476,-0.046908422,0.00377534
ME2,-0.022174723,0.009745734,0.036437135,-0.014253202,-0.011124536,0.031001125,0.011160924,0.001094173,-0.035559285,0.012807732,0.002696482,0.031814196,-0.00971191
MECOM,0.027470365,-0.007499129,-0.001451317,0.010367269,-0.001401171,-0.005915782,0.002316426,0.004318914,0.014826963,0.002619772,-0.005650073,-0.003998965,0.006404699
MED10,0.026254739,-0.008658911,-0.0044481,0.000451688,0.004818445,-0.004195557,-0.02970965,0.009823226,0.009808655,-0.012035574,-0.024731672,0.003150405,-0.012337267
MED11,0.025919941,-0.01655532,0.008527061,0.004177,-0.004111297,0.01513932,-0.027104476,0.007717843,-0.016976208,0.006221297,0.002712106,-0.014483465,-0.016645491
MED12,-0.012230705,-0.012677373,0.007978601,-0.010938168,-0.029151098,0.011578258,-0.052681896,-0.067048152,-0.049855946,-0.016586852,-0.021670851,-0.029745021,-0.052517153
MED12L,0.023792864,0.021882934,-7.92845E-05,-0.001232682,0.007379678,-0.047821897,0.024283927,0.005807327,0.012291385,0.00974178,-0.00733811,0.006029902,-0.016953382
MEDAG,0.026261656,-0.014415932,0.011119423,-0.010549714,-0.00490703,-0.022196259,0.004768388,-0.015706842,-0.005240507,-0.010506094,0.014912787,0.003376618,-0.012526103
MEGF6,0.020852929,0.025346313,-0.0248686,-0.015373617,0.007837881,-0.040035493,0.010584261,0.044540268,0.00313231,-0.010380617,-0.004120756,-0.017836743,-0.029393303
MEGF8,0.001429376,-0.058951519,-0.015979275,-0.012139289,-0.056011907,0.019668892,0.01880069,-0.008517001,-0.010605095,-0.035379739,0.006822268,-0.033702823,-0.034753424
MEOX2,0.027160457,-0.011648588,0.008255331,-0.0011856,0.004340185,0.008394955,-0.003873238,-0.005057198,-0.013944079,0.003889156,0.010519097,-0.002225468,0.016884514
MEX3D,-0.020520141,-0.01206941,-0.022483502,-0.003304909,0.027275684,-0.022423171,-0.050748086,0.009697979,-0.004646385,0.002015371,0.014632998,0.031162091,-0.005908442
MFAP3L,0.010168682,0.050964426,0.030213342,-0.02760195,0.008624444,-0.010563007,-0.023535213,-6.15003E-05,0.055674126,0.039182309,0.020525804,0.002231621,0.005442005
MFAP5,0.026620899,-0.008956748,0.003079532,-0.005060743,0.008157595,-0.003380935,0.023627613,-0.018422445,-0.000375858,0.001511794,0.016768342,0.019034815,0.010909294
MGRN1,0.008883031,0.027368521,0.033372264,0.001663868,0.082186099,0.035846498,-0.001058665,0.014844967,-0.032092341,0.012846562,-0.012330038,-0.018989468,0.011625909
MGST1,-0.015278012,-0.044196374,0.040235833,0.017668564,-0.014794294,0.025857842,0.015636433,0.008208956,0.0410642,0.016301363,0.009851985,-0.002612803,-0.018984949
MICALL1,0.023140681,0.02115785,-0.00339397,-0.040638469,-0.009605522,0.024252037,0.000297204,-0.019938928,0.007880213,0.016333845,-0.019380722,-0.001383769,0.011075349
MID2,0.026737719,-0.012054268,0.004300078,-0.00102875,0.01602386,0.01513288,-0.004220079,-0.006404236,0.002149494,0.005099539,-0.021842221,0.018506705,0.003535189
MIEN1,0.026547306,-0.012026955,0.010296527,0.000728966,0.000476737,-0.015295453,-0.007358231,0.000716046,-0.005161796,0.000842158,0.011134017,-0.016395963,0.025701192
MIOX,0.026162317,-0.017546471,0.01120102,0.000620695,0.01012167,-0.019678005,-0.008342415,0.008958631,0.00852666,0.011644134,0.001809272,-0.015446995,-0.005685717
MITF,0.025016456,-0.012518004,0.010947262,0.020311089,-0.010389345,0.012416771,-0.030686987,0.008803528,-0.008369114,-0.019406834,0.004966646,0.012125836,0.004713536
MMD,-0.021351432,-0.012565013,0.025888483,0.030826371,0.021427223,0.00755085,-0.011485079,-0.004528969,0.018285606,-0.02152727,-0.043316764,0.02444879,0.008750893
MME,0.024899321,-0.020158078,0.014539057,0.011696775,-0.002151537,-0.021738777,-0.010589586,0.018824428,0.001415621,-0.030546704,0.017000262,-0.009260132,-0.015468791
MMP14,0.026312807,-0.024742298,0.003607978,-0.004658241,-0.001332796,0.004885872,-0.001208047,0.005313186,0.00226392,0.003311641,0.002004621,0.014752448,-0.007023203
MMP19,0.026521209,-0.004920818,0.000806888,-0.00702437,0.008568323,-0.029842329,0.015994766,-0.010955232,-0.003026226,-0.008512017,0.018613773,-0.003559337,-0.010272916
MMP2,0.026839365,-0.010362472,-0.006859196,0.00364804,0.00524607,0.009369436,0.013562125,0.001727869,-0.010112063,-0.011198962,0.020945304,0.027582153,-0.001431614
MMP23B,0.026341776,-0.019189517,-0.002867637,-0.002909173,0.010406145,0.004053606,-0.003140735,0.009219785,0.006398325,-0.019314492,-0.020892766,0.014038489,0.003072061
MMP24,-0.020655472,-0.015194811,0.019066682,-0.018309048,-0.036158184,0.02254099,0.043878763,-0.000189469,-0.005722913,0.049849256,0.015457276,0.00538718,0.008490305
MMP8,0.026041035,-0.018469374,0.008287222,-0.004839241,0.00082844,-0.025828157,-0.004654394,0.007002262,0.013105949,-0.009108384,0.003195329,0.003895315,0.00802304
MOB3A,0.001017921,-0.047764421,0.00104507,-0.029538015,0.007712683,0.055167111,-0.008097546,-0.049044764,0.024287179,-0.014614045,-0.044135607,-0.001598651,-0.07576864
MOCS3,-0.014381946,-0.009941942,0.028948169,0.000594567,0.032123581,0.002844726,0.027902593,-0.024809493,0.088948234,0.029729202,-0.008477313,0.024856083,-0.007608556
MOGAT2,0.027320814,-0.012622352,0.000304889,-0.007197149,-0.003741833,-0.002088448,0.006075059,0.007421123,-0.011046964,-0.000527552,-0.004120172,0.005346087,-0.004518138
MOGS,0.02566182,-0.008779648,0.003326553,0.011047728,-0.018485265,-0.004145051,0.014935725,-0.003551852,0.017635691,0.012889226,-0.003652084,-0.004150155,0.005990701
MORC1,0.022805928,0.033273841,-0.006737559,-0.009550226,-0.013727923,0.012694328,-0.007559875,0.004809651,-0.022589302,0.02967342,0.016766728,0.014056908,0.006685312
MPC2,-0.010732617,-0.050058743,0.033710991,0.023886577,0.045860369,-0.004730751,-0.019055098,-0.021745358,-0.00566925,0.032093174,-0.023124857,-0.036270873,0.010107012
MPDZ,0.026008193,-0.010175663,-0.003138481,0.007194278,0.029584628,0.003762572,-0.00764651,-0.012186504,0.018683307,0.022028867,0.014804316,-0.006318514,-0.002000972
MPEG1,0.026894811,-0.003289241,0.011341896,0.012520353,0.009295454,-0.011046824,0.005818986,0.012456705,0.002970804,-0.011577466,0.016774732,-0.011346216,0.003198167
MPP3,-0.019880081,-0.013724278,-0.042974028,0.005069926,-0.007877713,0.014156467,0.009862123,-0.006220496,-0.033179724,-0.002170477,0.011824243,-0.034339711,-0.033168188
MPRIP,0.023722664,-0.007120284,-0.009282945,-0.015998299,-0.029356982,0.013319332,0.021293902,0.003526484,-0.04518304,-0.019572245,0.019817575,0.006834797,-0.017695866
MPV17,0.024450899,-0.002946246,0.022980254,-0.0228527,-0.022663215,0.008910307,0.002156265,-0.027054351,0.013735778,0.018284625,0.022155441,-0.002587661,-0.029667098
MRAP,-0.013506026,-0.044587423,0.007579876,-0.014715203,-0.020697785,0.053436715,-0.027289184,-0.024031723,0.048279498,-0.009016255,-0.044502033,-0.001198378,-0.00187677
MRAS,0.026086954,-0.015024614,-0.011462054,-0.004397933,-0.010080071,0.000481996,-0.002707602,0.005070248,-0.004638778,-0.000643396,0.014368774,0.018412955,-0.013309271
MRC2,0.026759514,-0.019054915,0.002352773,0.002895181,0.012625299,0.004829193,0.001763247,0.007334665,0.000711948,-0.007840061,0.007816779,0.006283919,0.000840113
MRGPRE,0.025023568,-0.017676574,0.013470833,-0.00865376,-0.012869131,0.008836439,0.034082043,0.010317577,-0.01081079,-0.006010189,0.015236188,-0.011254948,0.006652168
MRPL20,-0.008624705,-0.0202869,0.022110657,-0.035570878,0.033296634,0.02221248,-0.039312201,0.028872033,0.063987234,0.051573471,0.01256258,-0.072392631,-0.037758951
MRPL38,-0.021769905,0.010686669,-0.030907513,-0.02829075,0.036691547,0.006195913,-0.016301663,0.025562044,0.015421921,-0.007219091,-0.028509399,-0.002944278,0.006805013
MRPL39,0.000704096,-0.0465858,0.031012486,0.04511261,0.012881857,-0.029339011,-0.017273854,-0.038726543,0.063681448,-0.012598691,-0.017262666,0.008062177,0.004133919
MRPL44,-0.020419725,0.002679039,0.036725786,-0.045173736,0.016872717,-0.004344613,0.023400787,-0.005168734,0.033591531,-0.009952289,-0.023768698,0.026394164,-0.014757993
MRPL51,-0.022914178,0.003387363,0.022704832,0.004274712,0.044265031,0.021734883,0.005664637,-0.014411313,0.019686571,0.008876467,-0.037701292,-0.025408638,0.011322917
MRPL55,-0.016892127,-0.014709296,-0.032181862,0.003894331,-0.025015226,0.004885174,-0.013391001,0.035077505,0.000721778,0.046739622,-0.028777198,-0.060851766,0.036874796
MRPS12,-0.002697057,-0.046268898,0.044261436,0.03299221,0.016821946,0.049118686,-0.034098545,-0.020930153,0.016678541,0.013731199,0.001531753,-0.016327683,-0.023639853
MRPS14,-0.021690068,-0.028159165,0.000215142,-0.009892648,0.02000707,-0.005451772,0.032401163,-0.040415184,-0.001678694,-0.003448348,0.036668524,0.020011376,-0.012080873
MRPS18B,0.024258519,-0.013238131,0.012766264,0.007130681,0.020618775,0.028262746,0.006623836,-0.026358448,0.005514533,0.008277147,0.014238449,-0.004680094,-0.028731608
MRPS34,-0.020358363,0.011587784,0.016792952,0.029455554,-0.005079665,0.026610862,-0.036113386,0.044774062,-0.021689728,-0.037629144,0.020738111,0.007302959,-0.004168245
MRPS35,0.01735646,0.031008964,0.018078155,0.032953088,0.025752984,-0.055774599,-0.000822652,0.022085642,0.002764953,0.00822654,-0.036565518,0.019976319,-0.000903017
MRPS9,-0.014560723,-0.009335202,0.019711371,-0.015522211,0.040045301,-0.023972539,-0.042514119,0.042131265,0.007548697,-0.025612483,0.064282281,-0.043044662,0.006442915
MS4A8,0.026364361,0.001325444,0.022511507,-0.012161379,-0.014670073,-0.005417615,-0.009187643,0.008012933,-0.00163173,0.00028882,0.00792223,-0.002993886,-0.014666674
MSC,0.027151513,-0.01108415,0.005299283,0.001502732,0.009112892,-0.007216724,0.004057236,-0.009228771,-0.001897922,0.006639565,0.003413012,-0.003997213,0.012671165
MSGN1,0.027092852,-0.009311498,0.008631581,0.007527843,0.007190775,-0.015450087,-0.004924981,-0.002630001,0.00120444,0.002830671,0.007168437,-0.007188372,0.010488772
MSRB3,0.026227948,-0.003361732,0.014691777,-0.010885525,0.016608014,0.008496163,-0.020963398,-0.014867907,0.002418595,0.02896637,0.002846187,-0.012155352,-0.003952061
MST1R,0.025922093,0.005680351,0.01214679,-0.004972838,-0.003005301,-0.01984896,0.010966872,-0.003998031,0.021636831,0.018174581,0.002141553,-0.010700663,-0.044785927
MTA1,0.015783997,0.035636123,-0.025788705,0.032378332,-0.009812251,-0.016800448,-0.011207843,-0.010310522,0.005787706,-0.003273875,-0.026156101,0.029100742,-0.016489764
MTAP,0.024700301,-0.006847719,0.001866424,-0.028524781,0.023304674,-0.029663904,0.009126611,0.00407923,-0.000870734,-0.00607075,-0.025554028,0.001838226,-0.012761682
MTF2,-0.022241933,-0.005482881,0.027191957,0.019885074,0.000374746,0.004740056,0.005464957,-0.015426724,0.011983371,-0.018172925,0.069481153,-0.017660371,0.020596466
MTMR9,0.019307648,0.015573812,0.034013775,0.028328865,0.002765184,0.014506019,-0.008451503,0.069050165,0.015690767,0.030710876,0.000778132,0.002947585,0.018121428
MTX2,0.024849657,0.000557412,-0.035187575,0.009745834,-0.000936395,0.007031169,-0.014099163,0.002068245,-0.007986609,0.023549853,0.003986402,0.007670909,-0.01489009
MUC15,-0.020511096,-0.024429809,-0.010475421,0.009720016,0.0423344,0.009923253,0.045088428,0.000808675,-0.041647872,-0.008078134,-0.035222261,0.007989171,-0.025979426
MXD4,0.025218572,-0.006172173,-0.012575234,-0.003819695,-0.006630457,0.032679292,-0.010791528,0.018059877,0.032797356,-0.006898237,0.016624292,0.004199435,-0.019713892
MYADM,0.026462421,-0.01776986,-0.002867186,-0.02082679,0.001541661,-0.00937,-0.001044593,-0.00398227,-0.001701619,0.004727058,-0.008971828,0.003389582,0.000434664
MYBPH,-0.023387383,0.000567723,-0.00851709,-0.039456526,-0.009088442,0.033418993,0.019413601,0.016599794,0.001997407,-0.005272334,-0.012140508,-0.040856251,0.00669801
MYD88,0.021562134,0.011866654,0.011374049,-0.002497724,-0.029525554,0.003467532,0.006319975,0.045974854,-0.028470823,0.011616953,0.006716394,0.036344807,0.016006812
MYH9,-0.008635528,-0.047227772,0.0388675,0.030290759,-0.008523996,-0.002783983,0.03186086,0.029639228,0.065671362,-0.02450976,0.012296358,0.013829959,-0.006765777
MYL10,0.013884065,0.024547951,-0.011696211,0.012391807,-0.005882573,0.018596918,0.066038768,-0.007040929,0.016491866,0.023364167,-0.010866162,-0.007722247,0.02207347
MYL12A,-0.021684048,-0.001779491,0.018157897,-0.013708559,-0.0131028,0.045767534,0.034598505,0.031382823,0.052452526,0.007541033,0.005593531,0.007513751,-0.020255048
MYL3,-0.006251951,-0.015466349,-0.04049389,0.004059451,0.03228559,-0.027048375,-0.063188424,0.002306036,0.023742061,-0.020007113,0.020306409,-0.010410652,-0.02824141
MYO1C,0.024821197,-0.015711832,-0.028854526,0.012907467,0.011757048,0.00033868,0.020013116,-0.00514715,-0.003848674,0.001137211,0.008660736,0.002463697,-0.005451991
MYO1D,0.025801998,4.10189E-05,-0.010731517,0.001329772,-0.001164808,0.033315728,-0.001229976,-0.004722414,0.000678935,0.002342576,-0.01012415,0.031829673,-0.007697245
MYO1E,0.027141851,-0.008658267,-0.010151282,0.00415116,0.004534652,0.012172258,-0.007468552,0.005655802,0.007113625,0.012970729,0.010790929,0.014864443,0.006431941
MYO5A,0.023469075,-0.002266258,0.037542436,-0.029272437,-0.010019298,-0.004431537,-0.013858032,0.015143044,-0.007117293,0.008981338,-0.012359413,0.006939544,-0.00123139
MYO6,0.02496477,0.001286724,0.021175381,0.008855315,-0.017957557,0.015784194,-0.02037725,0.026949095,-0.004213219,0.019751595,0.027457639,0.010026298,0.009850716
MYOC,-0.013290149,-0.033270932,-0.010270501,0.014162861,0.006759989,0.076709368,-0.059767899,-0.01808271,0.01049287,-0.024423866,0.012038093,0.005787013,-0.003636068
MYOF,0.025824839,-0.00575275,-0.018525341,-0.001677961,-0.009294335,0.000332395,0.028916038,0.013626097,0.016172208,0.004200446,0.016867806,-0.014168654,-0.000959121
MYRIP,0.02553689,0.010939397,0.005636657,-0.024716551,-0.021304188,0.026373505,-0.001902615,0.002380237,0.004211487,0.000297066,0.027879753,0.012104798,-0.003060779
NABP1,-0.017858114,-0.006452074,0.062659445,-0.015551775,-0.005627498,-0.01570811,-0.020973391,-0.003729325,-0.013568008,-0.018316623,0.025796939,0.017092409,0.002420282
NACA,-0.018996317,-0.020482587,-0.005045715,0.020009237,0.010832498,0.029596871,0.054555628,0.013804157,0.017370198,0.045789084,-0.003268286,0.024380996,-0.031970445
NACC1,-0.012988149,-0.028781591,-0.045517069,-0.043817441,-0.021141194,-0.02171327,-0.014354231,-0.005728557,-0.012885868,-0.016539863,-0.025803594,-0.013424888,-0.005599434
NAF1,-0.015274047,-0.031875894,-0.022067878,0.000483689,0.021558181,-0.04286675,0.00377288,-0.015518334,-0.031455328,-0.041580717,0.008439778,0.06670638,-0.047630947
NAGA,0.024907486,0.013716943,0.01592403,0.035940182,0.003720702,-0.009436977,0.006714337,0.013772256,0.008403218,0.000845879,-0.00815904,0.018939746,0.018210466
NAMPT,-0.01754811,-0.012711317,0.059421411,-0.016640539,0.02119134,-0.024635471,0.00821616,0.002706908,0.002280006,0.031361502,-0.005332542,-0.006615564,0.012652741
NAPG,0.015569862,0.020755217,0.032886504,-0.014611716,-0.05485237,0.005267472,0.044115701,0.038105458,0.025042106,0.017599737,-0.008656838,-0.012723202,0.020275938
NAPSA,-0.023959894,0.00552211,0.030631057,-0.02738886,-0.00041883,0.020360402,0.034173147,0.004223856,-0.005147729,-0.007590768,0.007180502,0.008547954,-0.001393785
NAV1,0.02562546,-0.015642053,-0.001129902,-0.015356854,-0.001947835,0.019271371,-0.004392659,-0.025925508,0.001231798,-0.021983324,-0.00279579,0.010281186,0.008751177
