Row,XL1,XL2,XL3,XL4,XL5,XL6,XL7,XL8,XL9,XL10,XL11,XL12,XL13
FAM110B,0.02481597,0.014414171,0.011756197,0.007584723,-0.008069704,0.005978646,-0.0036561,0.003092803,-0.009885187,0.038610435,0.020912115,0.037988544,-0.00512927
FAM114A1,0.026532922,-0.013197325,0.006352204,-0.014175482,-0.011433049,-0.010102034,-0.00358917,0.025208402,-0.004873499,-0.00017941,-0.002755115,0.013454805,-0.006606214
FAM122B,0.02622432,-0.01046675,0.008870248,-0.003269785,-0.003542484,-0.019429488,-0.02192051,-0.018426482,0.015380716,0.014346142,-0.017257583,0.004243539,0.009094651
FAM129B,-0.022131491,0.001764503,0.030725469,-0.020332824,-0.029422981,0.034789091,0.001204631,-0.038095486,0.01137779,0.013736185,0.003906102,-0.005098537,0.026578719
FAM135A,0.026454051,-0.005713621,0.012655544,0.017812895,0.013362442,0.004715076,-0.015060742,0.02224786,0.007125904,0.009773028,0.004542308,-0.008973223,0.011399858
FAM135B,-0.008451519,-0.032642775,-0.00504655,0.031813584,-0.02177752,0.029210599,0.000227059,-0.010020595,0.035144665,0.090707125,-0.035604562,-0.011204449,-0.069509854
FAM13C,0.026330734,-0.010940257,0.011443101,-0.008203878,0.008689435,-0.002282203,-0.023546974,0.00782244,-0.007580674,0.024695724,0.001251605,-0.004843991,0.01420374
FAM163A,-0.004805955,-0.02548304,0.006601639,0.017615574,0.044361544,0.03723247,-0.025044922,-0.015871357,-0.031155135,-0.032974846,-0.022991283,0.042335418,-0.009779319
FAM168A,0.022053648,0.003695298,-0.009130006,0.000438727,0.037390885,0.026100587,0.011853558,-0.032005049,-0.00043648,-0.024767276,-0.00980995,-0.035942122,-0.022382588
FAM171B,0.026126927,-0.021499935,0.005994463,-0.007874018,-0.005065298,0.010444988,-0.004367289,-0.004537217,-0.00281676,-0.007174504,0.024587195,0.010852935,0.006994824
FAM193A,0.013291929,0.026399728,0.002291434,0.041436985,-0.032919638,0.050791871,0.047325617,0.026644825,-0.003815595,-0.048975455,-0.014874421,0.016684367,-0.037634986
FAM214A,0.022574857,-0.002222221,-0.016131734,0.036012394,0.018886246,0.028231098,0.003631213,0.028482385,0.026692288,0.034369835,0.017767165,0.013172767,-0.00104974
FAM216B,-0.012389194,-0.040782434,-0.032485962,0.035523956,0.004914317,0.013239686,0.04255993,0.032429732,-0.010755026,-0.005069319,-0.005974718,0.009998476,0.045480919
FAM219A,0.022278992,0.001927101,0.012408821,0.050486413,-0.004620263,-0.007114975,-0.000107672,-0.023710216,0.034065646,-0.007589892,0.035892158,-0.006498936,0.011128413
FAM219B,-0.019264927,-0.017700546,0.015340517,-0.01226895,0.03091258,-0.02364118,0.01481798,0.010738233,-0.032005562,0.035840559,-0.042857124,0.004677459,0.027921559
FAM222A,-0.020295653,-0.012517194,0.026791491,-0.021297084,0.051281938,0.00625398,-0.003153261,0.035508976,0.010697617,0.015566877,0.01230443,0.011790525,0.025096986
FAM227A,-0.011703678,-0.013156213,0.0241753,-0.002374376,-0.026633228,-0.005788873,-0.036765318,-0.08487259,0.029415271,-0.049618453,0.069144698,-0.017776858,-0.011133249
FAM3A,0.023831431,-0.021319883,-0.006743708,0.009629028,0.015564038,0.002327127,0.012460076,0.000380625,-0.015070317,-0.021907291,0.006363279,-0.002730504,-0.013836007
FAM3C,0.025703057,-0.023265328,0.009321008,-0.0066238,0.014672082,-0.007663237,0.006700376,0.012909744,-0.009930394,-0.009758293,-0.020035561,0.000571106,-0.004076405
FAM49B,-0.020920388,-0.020422057,0.048802558,-0.006178634,-0.002968697,0.005708251,0.02248672,0.027890004,0.016878826,-0.001696799,-0.000149576,-0.006067574,0.004014853
FAM53C,-0.022372441,0.009213218,0.020046152,0.028060762,-0.02372214,0.014693426,-0.042181771,0.004417494,0.002944727,-0.035335555,-0.004005584,0.02209263,-0.010778467
FAM71F1,-0.021156732,0.022823194,0.026653249,0.003061419,-0.028170696,0.008227804,-0.013685718,-0.009495496,0.042858093,-0.011716971,-0.012347847,0.026266008,0.012563752
FAM81B,-0.005981796,-0.053881948,0.013135346,0.05541756,-0.007550754,-0.010663527,0.035243449,-0.006260744,-0.038022483,0.043295939,-0.009693372,-0.013212828,0.00307226
FANCA,-0.026709378,0.012992403,-0.003133459,0.015687857,-0.00013818,-0.000612215,0.000509199,0.0116255,2.05723E-05,-0.008471074,-0.012533009,0.000499036,0.010226307
FAT1,0.023790936,-0.001808305,0.011884197,0.008186684,0.021183103,-0.031775898,0.027019042,0.006124879,0.015730428,-0.036582963,0.040854512,-0.010761721,-0.005827166
FAT2,0.005994598,0.042884507,0.007644822,-0.008768908,0.017009698,-0.007937017,-0.003144895,0.015093483,0.013901766,-0.010930424,-0.060360142,0.038044703,-0.026522736
FAT4,0.02717403,-0.009274385,0.000538871,0.000879402,-5.95818E-05,-0.011361355,-0.004499541,0.012112202,-0.017987689,0.009384302,0.001375644,0.010145926,-0.011794022
FBLN2,0.026514421,-0.017099137,-0.00054438,0.001621931,0.002334686,-0.011601569,0.008977859,-0.024885506,-0.002405696,-0.015947998,0.004796327,-0.001743309,0.004488542
FBN1,0.026456892,-0.021470988,0.00578747,0.000191162,0.00267648,-0.007275018,-0.004719359,-0.00222217,-0.009760016,0.002671181,0.012761375,0.011205627,-0.005722013
FBXL17,0.018383765,0.020641796,0.009686863,0.01411672,0.055801795,0.036396853,0.010151127,0.001966945,0.027324878,0.005889978,-0.014767003,-0.036052486,0.024310566
FBXL3,0.022328008,-0.003581114,0.010119554,0.030336125,-0.026127778,-0.001761657,0.003994331,0.016223297,0.034693844,0.014283165,0.041257655,-0.032798699,0.020077778
FBXO25,0.025826666,-0.010606485,0.001630485,0.005331212,-0.000124909,-0.019827252,0.035961479,-0.01677671,0.008103995,-0.014709691,0.006137232,-0.024429149,-0.002391861
FBXO4,0.02679873,0.002331871,0.002579622,-0.005326711,0.000910118,0.017522041,0.013884735,-0.003700767,0.012472437,0.00174936,0.000198868,0.014492052,0.005329816
FBXO8,0.02109999,0.007516805,-0.013592651,-0.031975071,-0.021962329,0.047519825,0.003999964,-0.019215495,0.019326334,0.030337662,-0.015376638,0.017004068,0.034486129
FBXW5,0.020155913,0.016183144,-0.011261907,0.032911337,-0.030161593,0.027524967,-0.001813789,-0.008067073,0.022056707,0.010131616,-0.021887056,-0.000171813,0.033142878
FCHSD2,0.022967087,-0.005731799,0.016249297,0.027383113,0.008271924,-0.0106148,-0.014379104,0.026995705,0.002856333,-0.0365047,-0.042390842,0.014919992,0.047192499
FERMT2,0.026217631,-0.018464389,0.001322476,0.000865497,0.014359186,0.020838166,-0.013691576,-0.010121678,0.001527219,0.007193484,0.003005853,-0.006896476,0.00859133
FERMT3,-0.026157848,0.015635659,0.009969833,0.017810484,0.004952459,0.005363303,0.017062306,0.016698356,0.005883712,-0.006202322,-0.001562058,0.010116855,0.009942756
FFAR2,-0.020635224,-0.011773091,0.048341962,-0.009857764,-0.001587208,0.019612745,0.021225061,-0.006504083,0.01864775,-0.012037722,0.040413891,-0.019779826,-0.005063562
FGD1,0.025979271,-0.02190117,0.005029034,-0.01186008,0.012334515,0.004890547,-0.000907875,-0.012830672,0.004956164,0.004629502,0.006422521,0.002556179,-0.014424225
FGD4,-0.014164472,-0.019004772,0.06918719,0.00152972,-0.019575166,-0.00108226,-0.016335643,0.00868512,0.032355679,-0.014663302,0.002713683,-0.004049613,-0.01950979
FGF10,-0.014021292,-0.048997971,-0.011366979,-0.019523813,-0.037426355,-0.005800425,0.037986836,-0.006706099,-0.007232526,-0.003962446,-0.04582007,0.01347402,-0.004370205
FGF14,-0.016316675,-0.035464325,-0.007849638,-0.006837085,0.016819862,0.000278303,0.040263849,0.009570345,0.025531564,-0.003322711,0.00810597,-0.024886032,0.003391397
FGF16,-0.017777063,-0.014799631,0.046254413,0.010344719,0.008433385,0.006870293,0.017571154,0.051057345,0.007401847,0.020863183,-0.002054225,-0.003141296,-0.020622785
FGF22,-0.018370958,-0.010573724,0.052300572,-0.036803258,0.003373626,0.020432939,0.016127062,-0.004349513,-0.014531965,0.032223519,0.003736525,-0.008705045,0.006100122
FGF7,0.021567605,0.007766306,0.000135408,0.031166798,0.027915674,-0.038143939,0.011753893,-0.006041052,0.025682483,-0.048632083,0.018826859,-0.04332881,-0.009862515
FGFR1,0.026071087,-0.023909394,-0.001906856,0.004685061,0.00669211,0.019562672,-0.005182442,0.005357624,-0.00430545,-0.004403693,0.006122112,0.008913134,0.008790898
FGFR1OP2,-0.014688039,-0.034463354,0.011644021,0.043957354,-0.014310239,-0.029363301,-0.003973916,0.043269619,0.068305059,-0.02536797,-0.024318085,0.010292856,0.010436225
FITM1,-0.015776212,-0.023157644,-0.043716121,-0.016055983,0.023457251,-0.000525407,-0.005073037,0.05199163,-0.012833838,-0.048164377,0.006052273,-0.026249775,0.020077481
FKBP14,0.026932888,-0.017061404,0.008661364,-0.004018218,0.001828951,0.003142013,-0.003973716,0.005862946,-0.009381156,-0.001023871,-0.000941888,0.013430559,-0.003167927
FKBP7,0.02582113,-0.025482878,0.01355369,-0.008925954,-0.001506092,0.004071521,-0.003781724,0.005602033,-0.008485532,0.000839219,-0.002598588,0.017219735,0.00518729
FKBP9,0.025804392,-0.027118907,0.004808103,0.002802054,0.001950034,0.007076162,-0.016337595,0.011297323,-0.008477492,-0.00213187,0.002260339,0.012233492,-0.003455096
FLI1,-0.014409141,-0.026979844,0.056834527,-0.025596829,0.010659134,-0.033244156,-0.013217446,0.018064453,-0.008092562,-0.008318327,0.016903825,0.029171884,0.012413108
FLNB,0.023527413,0.014317277,0.024560536,-0.034782444,-0.008156222,0.016164196,-0.004106261,0.004097127,-0.028625263,0.005916483,0.02426814,-0.003108652,-0.017269418
FLT4,0.006137258,0.037921307,-0.029216291,-0.019909414,-0.00015854,0.001385792,0.017925688,0.097531521,-0.034755736,0.010488093,-0.010501735,0.024587045,0.009626356
FLYWCH1,0.016501246,0.018637312,-0.023830777,-0.057228204,0.04349729,0.010603688,0.004680897,-0.0205687,-0.022821347,-0.049242784,-0.001799915,-0.00043499,0.019972501
FMN1,0.026963643,-0.005620977,0.013588551,0.006074629,0.005263457,0.000289855,0.01120392,0.013586272,0.013968867,-0.006118076,-0.018859463,0.007534492,-0.006800688
FMOD,0.025411985,-0.009816402,0.00392626,0.017545802,0.003321039,0.01761632,0.016875202,0.000220682,-0.034490368,0.009308847,0.008837116,0.025140991,-0.000641816
FN1,0.025562223,-0.005424451,-0.001207043,0.010542123,-0.001334474,0.018581676,0.039543866,-0.011252104,-0.007293789,-0.002574978,0.024819703,0.034330209,0.009174937
FNDC3B,0.026309326,-0.024160698,0.008945425,-0.001934936,-0.007265406,-0.003134928,0.000937688,0.001865625,0.005874351,-0.004230316,0.004363699,0.011061652,0.003194063
FNDC5,-0.020882289,-0.023355943,-0.035986882,-0.018872505,-0.030129343,0.021917335,0.022362836,0.006867017,0.006331335,0.028633603,-0.015629099,0.01092397,0.007466038
FOPNL,0.024128218,0.009754485,0.018254201,-0.018145367,-0.017162101,0.003550637,-0.010274975,0.009639995,0.027864333,-0.012265933,-0.026905425,0.025478564,-0.012968132
FOSL2,0.024987211,-0.007710886,0.02571965,-0.01380423,-0.009399797,0.005094574,-0.006205817,0.030577668,-0.00284389,-0.025327034,0.007109166,-0.006497812,0.001090011
FOXC1,0.02561378,-0.022883654,0.009717262,0.008061346,-0.002653004,0.014942417,0.000673189,0.009768272,-0.008532573,0.015501212,-0.000462022,0.00931552,-0.000852377
FOXJ3,0.021451421,0.027035198,-0.002003908,0.020248676,0.006732224,0.02456692,-0.028249107,0.030086185,0.021372566,0.008237881,-0.016731896,-0.002517658,0.003458915
FOXO1,0.025511282,-0.006068632,-0.013588461,0.001610732,0.003607802,0.01542734,-0.025699625,0.017320433,0.012054162,-0.035103125,0.017270277,0.011887605,0.012730965
FPR1,-0.014069415,-0.025231011,-0.030629329,-0.061037328,-0.016756745,0.003820592,0.020369959,-0.028410136,0.015245218,0.019793054,-0.012455226,0.009724838,0.013651888
FRK,0.025080447,-0.022558631,0.020430109,0.015274069,-0.008199125,0.010958481,0.015429569,-0.002338316,-0.001427764,-0.002291721,-0.020109962,0.008999243,0.0005198
FRMD6,0.017437543,0.005935495,-0.000626316,0.00637659,0.003713193,0.050943109,0.041651609,-0.002481127,0.001249461,-0.016228113,-0.026868355,0.008922302,-0.071816268
FRS2,0.022870144,0.00372739,0.021927496,0.023461145,0.010320859,-0.021409612,0.002735491,0.045547834,0.023372332,0.030710681,-0.034108539,0.01572089,0.022428481
FSD1,-0.02504801,0.007964257,0.013915438,0.023446579,0.023655795,-0.018961037,-0.018541049,0.022935807,-0.011206988,0.017102073,0.015173217,-0.01143314,0.003815151
FSD2,-0.026375659,0.017634952,0.000733333,0.014121418,0.010135008,-0.007198556,0.006833959,0.017535602,-0.018232089,0.00711252,0.013386882,0.004204031,0.004053012
FSTL1,0.026699012,-0.018049325,-0.005305635,0.000235475,0.010311126,-0.003934044,0.006020285,0.000267717,-0.003807847,-0.010280176,0.016310383,0.01092752,-0.003601339
FSTL3,-0.017982668,-0.021010993,-0.008588237,0.041216179,0.028932804,-0.002868493,-0.005342276,0.043368238,-0.006033443,-0.032973145,0.006365698,-0.048085413,0.022521342
FTCD,0.012582616,0.050415113,0.034242014,-0.021362504,0.008424817,-0.009680076,0.037362672,-0.014974275,0.013205069,0.023804054,0.018272551,0.028946811,0.006927927
FUT11,0.02633083,0.000717077,-0.006213351,0.013287349,-0.008401506,-0.024699447,0.009995514,-0.004230413,0.002291097,-0.016661498,-0.034108598,0.002202723,-0.011387563
FUT7,-0.021061946,0.000926558,-0.009128728,-0.050056206,-0.012454351,0.028544986,0.009641081,0.022669351,0.015825338,-0.007226037,-0.021107172,0.012303798,-0.046275465
FXYD3,-0.017163621,-0.014182322,0.063351014,0.006261617,-0.018430517,-0.003150795,0.022572166,-0.004327643,-0.001584154,-0.027144496,0.019971305,0.016422105,0.003815275
FYCO1,0.01223563,0.040992244,0.022676958,-0.013202657,0.054327593,-0.007289124,-0.042165682,-0.017522895,0.029346361,0.04148741,0.029831106,-0.027363383,0.026619173
FYN,0.025983003,0.00370294,-0.017295799,-0.002094173,0.00296931,0.007079386,-0.004909213,-0.030536799,0.006531305,-0.01967603,0.012073183,0.025033405,-0.003448899
FZD1,0.026732705,-0.011477261,-0.007314876,-0.002868583,0.006166277,-0.020669215,0.006907602,-0.00407158,0.004022209,-0.005764537,0.006638089,0.016764539,0.007102415
FZD10,0.026558509,-0.021704746,-0.00457434,-0.011388584,0.000307448,-0.003812162,0.001352225,-0.004340294,-0.005533529,-0.006238676,-0.001834542,0.007762265,-0.013394169
FZD2,0.025904359,-0.02046822,-0.011538657,0.003668868,-0.005895021,-0.016834719,-0.000465779,0.012715402,0.002555869,0.003126612,-0.002289336,-0.016584881,-0.007380861
FZD6,0.026946615,0.003831066,-0.01148862,-0.015244057,0.001837307,-0.016391394,0.000918066,0.00839389,-0.001718048,0.011993509,-0.011929901,0.005919299,0.015242071
FZD7,0.026541944,0.004440636,0.004327164,0.01576107,0.014190445,-0.00849179,-0.018163056,-0.008265214,-0.004289254,0.021548967,-0.000364505,-0.018263738,-0.008419521
G3BP1,-0.021416759,-0.009285532,-0.013997834,-0.004354775,-0.052521631,-0.016800569,0.032978395,-0.036394446,-0.025567581,-0.013407431,-0.00186616,-0.010731041,-0.005830653
G6PC,0.024461399,-0.000195246,0.004808831,0.012892854,-0.010878904,-0.010134849,-0.002430154,-0.004560933,0.01335641,-0.013539095,0.034932796,0.00414575,-0.005718358
G6PD,-0.022210495,-0.006202491,-0.030455444,0.050042232,0.008259545,-0.008937159,0.011311703,0.010519642,-0.017456048,0.00304326,0.00209041,0.025345327,0.013011762
GABBR1,0.01688293,0.012736476,-0.04802796,0.024905657,-0.000520739,0.039212097,-0.014901761,-0.007555539,0.026332941,-0.023019771,0.050417974,0.000939714,-0.0163705
GABRB2,-0.013920618,-0.035041932,-0.024159819,-0.063372072,-0.035212961,-0.010301472,0.003550722,-0.002311006,0.025075616,0.001283219,-0.024596502,0.008120276,0.000544032
GABRG1,-0.019389897,-0.019514508,0.008766142,0.042739436,-0.001170477,0.010896559,0.032105243,-0.048449112,-0.022922565,-0.013653609,-0.049519685,-0.007987841,0.023229357
GABRG2,-0.021394967,0.003159342,-0.01893026,-0.041539126,-0.008337647,0.033469192,0.003618834,0.004460112,0.025479972,0.00912501,0.006990299,0.005888099,-0.00127181
GALNS,-0.024204343,0.014479037,0.00878615,-0.04148175,-0.005830763,0.006344774,0.02349771,-0.000760758,0.011680984,0.006621864,0.019493422,0.0238923,-0.012730555
GALNT10,0.010062009,0.046070333,-0.036977863,0.015025633,0.009525274,-0.03659471,0.013799176,0.012508796,0.02935748,-0.043031987,-0.017082192,-0.039437427,-0.044638229
GALNT11,0.026020415,-0.001042509,0.001955126,-0.00720725,-0.021796901,0.007119866,0.013848921,0.023050174,-0.012871048,-0.015163147,0.000674313,-0.00984459,-0.010373443
GALNT12,-0.003648694,-0.05159641,-0.007157201,-0.02067319,-0.018713341,-0.040199484,-0.026745663,-0.010797307,0.007320318,-0.035734018,0.021429887,-0.06784163,-0.045715569
GALNT13,-0.017122305,-0.028631666,-0.008863476,0.020373209,0.039496351,-0.014769527,0.039903979,0.031636688,-0.007653174,0.002449317,0.015431301,-0.014649696,0.028489067
GALNT16,-0.021336124,-0.014316974,-0.00907989,-0.015790202,-0.01153172,-0.032265245,0.02353723,-0.00258988,-0.008927033,0.002816484,-0.054622756,0.003392144,-0.063937854
GALNT4,0.022311361,-0.006169549,0.041560649,0.000426253,8.68692E-06,-0.030595684,0.026695083,0.005698962,0.013348327,0.007093245,0.003392688,0.019480697,-0.009142885
GAPDHS,0.007974129,0.043785098,-0.012272402,0.00885809,-0.031634064,0.025314014,0.056065661,0.013815383,0.065104063,-0.046466437,-0.030330704,-0.028632213,-0.0200692
GAS1,0.024834983,-0.02878706,-0.004255726,0.005938669,-0.001344746,0.018714546,-0.005974741,0.007376423,-0.019245464,-0.021601314,0.012476402,0.004504245,0.001790955
GAS2L1,0.02102345,0.005711074,-0.002088381,0.008093084,0.00565769,-0.052812493,0.042440534,-0.015252668,0.025297114,0.013751347,0.018970198,0.00213133,0.015982582
GAS6,0.024083115,-0.010106003,-0.028465921,0.033378959,0.000330309,0.016787446,0.006964579,-0.006445747,0.016237101,-0.020494398,0.015652793,0.00771988,0.007567029
GATAD2B,0.012991133,0.046119876,0.035798129,-0.010335205,-0.040881225,-0.002952566,-0.037923581,0.015181193,0.017863952,0.00063718,-0.004432503,-0.023948975,0.018257052
GCNT1,-0.025259396,0.011622949,-0.002988398,0.018700271,-0.002659868,-0.028985863,-0.025635525,0.018084657,0.004919896,-0.015482131,-0.019134555,0.014237454,0.005602422
GCNT7,-0.021017844,-0.015474032,-0.003065642,-0.009017873,-0.043754682,0.038426032,0.022214397,0.011576564,0.023122927,-0.00467662,-0.025581823,0.01109435,0.062344782
GFI1,-0.01155534,-0.040147169,-0.035232859,0.00444925,0.010883814,0.008929484,0.050068519,-0.012824409,0.043888515,0.02759532,-0.019607544,0.004202673,-0.051583852
GFOD1,-0.021798465,-0.013949669,-0.000739789,0.019869775,-0.008914068,0.011383468,-0.02681217,0.042100539,-0.006911431,-0.012674663,0.003105985,-0.009887102,0.036406901
GFRA1,0.025016514,-0.004717476,-0.002996758,0.00413946,0.004352443,-0.017264198,0.009191017,-0.016859987,0.016193033,-0.037148841,0.016503477,-0.025217169,0.027665563
GHRHR,-0.020094036,-0.011853987,-0.007486016,-0.039031529,0.008420942,-0.002727981,0.028999132,-0.005417754,-0.006569426,0.022874802,0.038318126,0.009861992,-0.010499627
GINS3,-0.023220714,0.022224873,0.022902138,-0.006711131,0.025303332,0.017684259,0.000382787,-0.002506246,0.000152484,-0.039649125,0.020365499,0.013518485,-0.013430204
GIPC3,0.023184896,-0.008225013,0.001967541,0.014018284,0.022376756,0.024573687,-0.012883282,0.03255396,0.013300751,-0.003289837,-0.01597544,-0.038533533,0.019502829
GJC1,0.026788085,-0.018780077,0.003907551,0.003017365,0.003156496,-0.007187374,-0.007142261,-0.003913531,0.001044633,0.004284703,0.002618586,-0.002781658,-0.007611192
GK,0.026665772,-0.006790104,-0.011690183,0.001558293,0.009840197,0.008672957,0.022830294,0.00399327,-0.006433159,0.019144553,-0.003711102,0.008409402,0.001433768
GLB1L2,-0.016436499,-0.020753273,0.006934078,0.017621484,0.013979708,0.045833494,-0.022857335,-0.036222666,-0.024654332,0.010442126,-0.025165051,-0.03861559,-0.053148875
GLCE,0.024607912,0.01039926,-0.000756134,0.005816839,-0.004576739,-0.016576402,0.004783652,0.012527833,0.03704905,0.019366903,-0.003758191,-0.019123449,0.038216293
GLG1,0.025433565,-0.020875088,-0.011879875,-0.005880893,0.002515384,0.022148404,0.009694487,0.003107225,0.003426282,-0.017793868,0.025809321,-0.018258047,-0.016518846
GLIPR1,-0.022522275,-0.004433068,0.02145935,-6.36496E-05,-0.019123816,0.014885479,0.037903706,0.020652172,0.009932586,-0.014098657,0.011032492,-0.001570771,0.002389888
GLIS1,-0.02090649,-0.018603937,-0.024161514,0.004516168,0.007784271,0.019786871,0.002403376,0.02024212,0.027992038,-0.009151182,0.024813874,0.016713064,0.041952237
GLIS2,0.027014373,-0.010862994,-0.000192769,-0.015436615,-0.004328059,0.003567575,0.007669567,-0.011106484,0.003321766,-0.009579139,-0.017703868,0.004636209,0.000714994
GLRA4,0.021434377,-0.003085084,0.006206201,-0.036175877,0.016892862,0.017178995,0.037612811,-0.020614383,0.035805447,-0.017990202,0.002200709,0.012045769,0.016200306
GLT8D1,0.026741265,-0.0158075,0.003116921,-0.009775236,-0.006874534,-0.001932041,0.002620369,-0.00065862,0.015038544,-0.013279287,-0.010578082,0.01962386,-0.009356651
GLUD1,0.023971093,-0.021684634,0.021781166,-0.014336885,0.004761742,0.002907315,0.029715635,0.016076301,-0.009459563,0.018213213,0.003678349,-0.021525148,0.008437568
GM2A,-0.014125046,-0.011685401,0.003580003,0.010039376,0.032686547,0.069030615,-0.013861964,0.046643663,0.010924237,-0.067484319,-0.008151611,0.048414778,0.028257252
GMDS,0.024744958,-0.019852916,0.027715883,-0.00251197,-0.012647178,0.002714725,0.011768355,0.006537197,-0.003761531,-0.005735002,-0.010099186,0.01309275,-0.00689282
GNA11,0.023566222,0.007614522,-0.015144364,0.003152573,0.019344636,0.054771191,0.018223583,0.00070548,-0.017580975,-0.007220136,-0.006792199,-0.021495528,-0.006536375
GNAI2,-0.014507133,-0.043686596,0.022102187,0.033864328,-0.0322883,-0.004477653,0.040855694,-0.032975256,-0.009276651,-0.013355578,0.01352766,-0.013096248,-0.016971784
GNB4,0.026157763,-0.012103494,-0.005203671,0.012590579,0.017630313,0.016293337,-0.007876943,-0.01217301,0.022440725,0.009700544,-0.003014353,-0.000383224,0.008070604
GNG10,0.026143684,-0.012638745,0.01080416,0.007154674,-0.011091364,0.026380598,-0.006243599,-0.015325533,0.003741945,-0.007375469,-0.009839139,0.011112159,-0.002395557
GNG2,0.0114475,0.052513789,0.008467025,0.022167884,0.001296181,-0.016445623,-0.026579898,0.021089606,0.057966836,-0.037817871,-0.014001766,-0.009708812,-0.027182462
GNG4,-0.005967865,-0.044867171,-0.058707541,-0.012527225,-0.009504876,0.014609794,0.015261764,-0.003325891,-0.017745071,0.003045284,0.021454351,-0.02292113,-0.037937405
GNGT2,-0.021800494,0.008401012,0.024370998,-0.018474598,-0.009239292,0.046993648,0.015412416,-0.046117923,-0.008473398,-0.015745354,0.021129791,-0.012405078,-0.003481973
GNPNAT1,0.023958046,-0.021145336,0.021768438,0.007566976,0.006245043,0.000412326,0.035423489,-0.006833151,-0.000640397,0.014166956,0.017924865,0.018692497,0.012171801
GOLGA3,0.024982343,-0.009843506,0.023838138,0.002021706,-0.001166715,0.011086369,0.002597033,0.004213411,-0.030210283,0.002073748,-0.02255257,0.010338223,-0.011861954
GOLGB1,0.026775306,-0.002304724,0.003777884,0.005752868,0.000439225,-0.000427248,-0.008634767,-0.016723881,-0.007347665,-0.011687102,0.017115139,0.015579335,-0.025474667
GORASP2,0.024362967,-0.021347267,0.017061472,-0.018757448,-0.001884334,-0.005119422,0.034028275,0.020060239,-0.009601239,0.012598185,-0.020778407,-0.000323507,-0.01089285
GPC4,0.026515416,-0.009306368,-0.01351237,-0.000888784,-0.010202699,0.009998362,-0.010448251,0.011224352,0.013816531,0.000168587,0.010237602,0.021097823,0.017856885
GPD1,-0.013445754,-0.021113348,0.004936311,0.025141091,0.063412541,0.026782717,-0.058514569,-0.04612614,0.00505091,0.013367491,-0.026887687,-0.00855911,0.004839497
GPI,-0.0227968,-0.007560037,0.032865162,-0.011981449,0.023521275,0.01218377,0.03958241,0.022489097,0.022229109,-0.009511059,-0.003990776,-0.021641022,-0.000123457
GPM6B,0.027207289,-0.004552204,0.004464889,0.005245176,0.002126575,-0.015691942,0.005401345,0.011429965,-0.005357354,-0.016791338,0.016912907,-0.000626572,-0.007542591
GPR15,0.020817041,0.025609326,0.020532916,0.005202508,-0.001638086,0.032432671,0.026049441,0.012387449,0.014752234,0.020374439,-0.006514607,0.000466598,0.023538673
GPR151,0.017456921,0.017782351,0.037281519,0.031656626,0.025961089,0.021941036,0.011388848,0.020485142,-0.019591068,0.051472325,-0.003444224,-0.046958901,0.035663856
GPR160,-0.019258176,-0.007707287,0.04972441,-0.03107575,-0.005496625,0.028345162,0.030049953,-0.019393305,-0.000940435,-0.012888937,-0.004972822,-0.022144848,0.012915171
GPR17,-0.006652582,-0.037159219,0.065770794,0.010912581,-0.022419284,-0.019484421,-0.00637528,-0.033753195,0.01121105,-0.023598131,0.018119221,-0.005882337,0.01133181
GPR171,-0.001576612,-0.048254622,0.027731114,0.034227978,-0.041474382,-0.021911204,-0.00584962,-0.067115651,0.019790974,-0.025636745,0.024612095,0.018789753,0.020603268
GPR180,0.022513442,0.015667255,-0.006242775,0.007157363,0.021290824,-0.043293155,0.019514796,-0.005156029,-0.022270773,-0.016109698,0.01579973,0.028056243,-0.024810308
GPR20,0.023789838,-0.006796798,0.025106757,0.007571462,-0.00540017,-0.045028747,-0.002497775,0.005888749,0.017230032,-0.015185813,-0.025169175,0.024557696,-0.012916093
GPR39,-0.021372001,-0.024621916,0.023386282,0.033353914,0.004457669,0.019537175,0.035435697,0.019101822,0.033099855,-0.02543289,0.011831303,0.000285869,0.002398407
GPR4,-0.024607932,0.005524445,0.019463042,0.026323433,-0.014701159,0.016534077,0.027895874,0.000758644,0.008287632,-0.015982094,0.028417039,-0.009903491,0.019818979
GPR65,-0.006891605,-0.042299146,0.019967426,0.007243048,0.053373866,0.041252398,-0.053688126,-0.03137041,0.038807597,0.019337622,-0.004018922,-0.033890221,0.01397697
GPRC5B,0.0264004,-0.017796513,2.04151E-05,0.002048591,0.012635189,-0.012874242,-0.010656545,-0.003281277,-0.003677058,-0.012640062,0.019701248,-0.001161153,-0.009256136
GPX1,0.026548017,-0.011424325,0.018492105,0.000910589,0.010458143,0.004905083,-0.007041574,-0.004422029,-0.007887197,0.001315114,-0.000685813,-0.001660334,0.008425776
GPX2,-0.009828305,-0.04407521,-0.025028808,-0.024273813,-0.050138477,-0.019609031,0.0362337,0.006249761,-0.008580274,0.032332359,0.020696778,0.044909677,-0.011940167
GPX6,0.025710737,-0.003170039,0.008572365,-0.002266883,0.011869136,-0.016315588,0.023965935,0.01832822,-0.005408006,0.025266536,-0.021896406,0.007724547,-0.02172428
GRASP,0.026700731,0.000901879,-0.009229771,-0.023872792,0.008337263,0.007997639,-0.003050752,-0.00531647,0.015748278,0.00396927,0.000618018,0.005707479,-0.003214051
